ccaa,year,sexo,tasa_bruta_eso,tasa_bruta_bach,tasabrutaFP_basica,tasabrutaFP_Media,tasabrutaFP_superior,pct_analfabetos,pct_educacion_primaria,pct_educacion_superior,pct_primarios_incompletos,pct_primera_etapa_secundaria,pct_secundaria_profesional,pct_secundaria_general,PIB_per_capita
Extremadura,2015,hombre,73.3,50.2,6.4,25.1,23.2,1.9,12.725,19.375,9.65,40.975,5.675,9.65,16993.0
Extremadura,2015,mujer,86.6,67.3,2.6,26.5,24.9,3.9,14.65,21.35,11.75,32.2,6.475,9.675,16993.0
Extremadura,2016,hombre,68.7,46.5,8.2,23.2,21.8,1.7,13.75,17.375,9.524999999999999,41.375,5.85,10.45,17616.0
Extremadura,2016,mujer,82.7,64.0,3.2,24.6,27.6,3.575,15.325,21.1,11.475,32.075,7.225,9.225,17616.0
Extremadura,2017,hombre,72.9,48.6,8.2,23.4,25.3,1.9,11.775,19.175,9.675,41.3,5.525,10.7,18761.0
Extremadura,2017,mujer,84.0,63.7,3.4,25.5,29.9,3.925,12.4,21.35,11.850000000000001,33.875,7.125,9.5,18761.0
Extremadura,2018,hombre,75.1,48.5,8.4,24.5,25.7,2.175,14.0,18.45,9.35,38.75,7.2,10.05,19368.0
Extremadura,2018,mujer,87.8,66.0,3.6,24.2,28.1,3.825,13.85,22.5,10.7,31.35,7.225,10.625,19368.0
Extremadura,2019,hombre,82.9,58.3,9.3,24.3,22.2,2.225,14.425,18.025,8.525,38.825,7.05,10.95,19863.0
Extremadura,2019,mujer,92.7,76.7,4.0,22.9,23.7,4.324999999999999,15.725000000000001,23.1,9.15,29.15,8.275,10.275,19863.0
Extremadura,2020,hombre,78.1,48.4,8.8,30.3,30.2,1.825,14.1,18.475,7.675,38.275,8.125,11.525,18351.0
Extremadura,2020,mujer,87.7,65.4,4.1,28.7,31.7,3.95,14.475,23.425,8.475,30.025,8.7,10.975,18351.0
Extremadura,2021,hombre,77.6,49.2,8.1,28.1,27.4,1.925,13.225000000000001,20.3,7.375,37.275,8.15,11.825,20363.0
Extremadura,2021,mujer,85.7,67.5,3.2,25.6,28.8,3.175,13.0,25.275,8.875,30.975,7.875,10.8,20363.0
Extremadura,2022,hombre,77.3,51.3,8.9,27.3,25.5,1.7,12.4,21.625,6.75,38.175,8.0,11.4,22250.0
Extremadura,2022,mujer,87.1,67.3,3.1,25.9,28.6,2.875,14.75,26.975,8.2,28.5,8.15,10.65,22250.0
Galicia,2014,hombre,75.0,51.4,5.1375,32.9,34.7,0.8,17.625,24.0,5.1,34.075,7.175,11.3,19876.0
Galicia,2014,mujer,87.2,69.3,5.1375,31.0,38.1,1.85,21.425,25.6,8.4,26.7,6.025,10.0,19876.0
Galicia,2015,hombre,76.4,54.4,4.9,33.2,35.8,0.9,16.675,25.2,5.5,32.925000000000004,7.25,11.525,20934.0
Galicia,2015,mujer,88.9,71.4,1.9,29.5,37.7,1.6,19.650000000000002,26.725,8.9,26.35,6.300000000000001,10.5,20934.0
Galicia,2016,hombre,71.4,53.8,8.2,30.8,31.7,0.775,15.425,25.325,5.6,33.825,7.5,11.575,21594.0
Galicia,2016,mujer,83.4,70.3,3.4,27.8,33.3,1.55,17.8,27.725,9.025,26.85,6.8,10.225,21594.0
Galicia,2017,hombre,76.0,52.3,8.1,28.2,35.9,0.75,15.175,25.725,5.8,33.675000000000004,7.6,11.3,22433.0
Galicia,2017,mujer,84.7,69.3,3.5,27.2,37.0,1.5750000000000002,17.325,27.9,9.275,26.65,6.9,10.375,22433.0
Galicia,2018,hombre,75.5,53.1,8.6,29.5,34.9,0.6749999999999999,14.175,25.95,5.675,33.825,7.65,12.025,23212.0
Galicia,2018,mujer,86.7,70.3,3.9,26.9,36.2,1.55,16.575,27.9,8.775,26.85,7.1,11.3,23212.0
Galicia,2019,hombre,84.0,64.8,10.1,28.1,30.5,0.725,12.4,27.175,4.125,35.075,8.375,12.1,23901.0
Galicia,2019,mujer,92.3,80.0,4.2,25.2,32.3,1.4,15.45,28.575,7.25,28.375,7.15,11.825,23901.0
Galicia,2020,hombre,81.7,52.8,10.6,33.9,42.5,0.625,9.85,28.625,3.6,36.625,8.275,12.45,21864.0
Galicia,2020,mujer,90.9,70.3,5.1,28.8,42.5,1.25,12.875,30.725,6.025,29.975,6.95,12.2,21864.0
Galicia,2021,hombre,81.1,54.8,8.4,30.1,39.5,0.525,9.325,29.025,3.6500000000000004,36.85,8.125,12.45,23927.0
Galicia,2021,mujer,86.6,70.4,3.8,26.9,37.9,1.125,11.774999999999999,31.725,5.875,30.375,7.05,12.1,23927.0
Galicia,2022,hombre,77.8,56.7,9.4,30.4,37.5,0.75,8.200000000000001,29.0,3.35,37.325,8.575000000000001,12.725,26570.0
Galicia,2022,mujer,87.1,71.5,4.2,27.8,35.5,1.125,10.475,32.775000000000006,5.65,31.35,7.075,11.475,26570.0
Islas Baleares,2014,hombre,62.7,34.0,5.1375,21.2,12.4,1.325,10.55,20.9,6.175,38.825,7.025,15.175,24454.0
Islas Baleares,2014,mujer,76.2,49.1,5.1375,20.1,15.1,2.425,12.9,24.599999999999998,7.725,29.9,6.75,15.725,24454.0
Islas Baleares,2015,hombre,65.0,36.1,5.6,22.5,12.1,1.2,9.725,21.05,5.4,38.4,8.15,16.15,25732.0
Islas Baleares,2015,mujer,76.3,51.3,2.2,19.0,13.5,2.0250000000000004,10.75,24.35,7.275,30.85,7.675,17.125,25732.0
Islas Baleares,2016,hombre,65.3,33.4,5.9,21.7,12.8,1.35,9.175,22.55,4.324999999999999,36.85,8.95,16.825,26922.0
Islas Baleares,2016,mujer,76.0,49.2,2.5,20.6,13.8,2.15,10.1,25.424999999999997,6.075,30.125,8.55,17.6,26922.0
Islas Baleares,2017,hombre,62.9,33.4,6.1,21.0,14.3,0.975,8.575,24.6,3.975,37.65,7.925,16.325000000000003,28001.0
Islas Baleares,2017,mujer,78.8,48.7,3.0,20.1,16.7,1.975,10.15,26.200000000000003,6.0,29.75,8.325,17.675,28001.0
Islas Baleares,2018,hombre,69.9,33.7,6.1,22.3,15.5,1.275,8.7,22.625,3.625,37.925,9.075,16.775,28906.0
Islas Baleares,2018,mujer,80.4,50.5,3.3,19.7,17.7,1.975,11.65,26.575,5.325,28.450000000000003,8.55,17.45,28906.0
Islas Baleares,2019,hombre,76.3,37.6,6.6,21.5,12.8,1.225,9.075,24.175,2.95,37.5,9.125,15.95,29458.0
Islas Baleares,2019,mujer,85.3,56.9,3.0,20.7,17.4,1.85,11.35,28.375,4.125,29.075,8.625,16.6,29458.0
Islas Baleares,2020,hombre,77.6,36.9,7.4,29.0,21.6,1.225,7.125,27.35,2.8,36.275000000000006,9.55,15.600000000000001,22611.0
Islas Baleares,2020,mujer,84.7,52.4,3.5,26.9,21.4,1.75,9.45,30.375,4.7,27.175,9.4,17.1,22611.0
Islas Baleares,2021,hombre,71.9,36.0,6.1,23.8,18.6,1.025,7.75,27.025,2.425,32.95,11.325,17.475,25807.0
Islas Baleares,2021,mujer,82.2,50.5,2.8,26.0,22.4,1.5,10.175,31.724999999999998,3.95,27.225,9.25,16.2,25807.0
Islas Baleares,2022,hombre,73.6,37.0,6.0,25.7,20.2,0.9,9.35,24.5,3.15,33.925,9.975,18.225,31030.0
Islas Baleares,2022,mujer,83.8,50.7,2.7,26.7,20.5,1.475,11.675,30.5,3.4749999999999996,28.1,7.8,16.95,31030.0
La Rioja,2014,hombre,70.6,43.6,5.1375,27.6,26.4,0.525,17.075,28.725,3.6,28.525000000000002,8.025,13.525,24586.0
La Rioja,2014,mujer,81.1,61.3,5.1375,27.9,30.7,0.775,21.975,28.924999999999997,3.475,23.625,9.0,12.225,24586.0
La Rioja,2015,hombre,70.5,46.2,9.0,24.9,27.0,0.35,16.175,29.825,3.275,28.85,8.65,12.825,25594.0
La Rioja,2015,mujer,86.4,62.1,6.3,28.2,24.5,0.875,20.925,30.875,3.325,22.7,7.8,13.525,25594.0
La Rioja,2016,hombre,62.0,46.1,9.4,23.2,22.6,0.35,17.15,26.6,1.85,32.825,8.525,12.7,25713.0
La Rioja,2016,mujer,77.0,60.7,5.3,24.3,24.5,1.125,20.65,30.75,2.0,25.825,8.25,11.425,25713.0
La Rioja,2017,hombre,69.4,44.6,11.5,23.4,27.1,0.975,13.075,27.674999999999997,1.85,34.0,8.375,13.95,26585.0
La Rioja,2017,mujer,78.6,61.5,6.5,25.9,27.0,0.925,14.9,29.35,2.175,31.549999999999997,8.95,12.125,26585.0
La Rioja,2018,hombre,69.8,43.9,13.8,27.3,26.2,0.675,10.675,28.075,2.25,36.6,8.725,13.05,27470.0
La Rioja,2018,mujer,83.0,64.3,7.5,26.5,27.6,0.85,12.025,29.925,2.5,32.875,8.675,13.125,27470.0
La Rioja,2019,hombre,74.1,48.0,13.3,31.9,24.7,0.325,9.925,28.525,1.775,39.175,7.75,12.55,28040.0
La Rioja,2019,mujer,85.3,67.6,6.5,24.6,26.2,0.725,11.15,31.7,2.325,31.05,9.175,13.85,28040.0
La Rioja,2020,hombre,74.3,39.6,11.7,30.9,32.0,0.4,8.125,29.0,2.1,38.8,8.575,13.0,25654.0
La Rioja,2020,mujer,85.6,60.7,8.7,28.2,35.7,0.65,10.25,32.3,2.275,31.65,9.625,13.3,25654.0
La Rioja,2021,hombre,75.5,43.5,10.5,27.3,29.4,0.75,6.775,30.275,1.35,38.3,9.524999999999999,13.075,27365.0
La Rioja,2021,mujer,78.7,59.2,5.0,24.1,30.2,1.375,9.6,32.525,2.225,31.475,9.4,13.4,27365.0
La Rioja,2022,hombre,70.0,41.3,11.1,27.8,31.7,1.2,5.325,30.15,1.325,38.4,10.35,13.25,30433.0
La Rioja,2022,mujer,78.8,61.5,6.7,26.1,31.4,1.4,6.625,34.925,1.35,32.4,9.25,14.075,30433.0
Madrid,2014,hombre,76.7,56.3,5.1375,20.8,26.6,0.4,9.55,40.324999999999996,3.8499999999999996,21.975,5.05,18.825,30776.0
Madrid,2014,mujer,85.0,69.0,5.1375,16.3,27.1,1.175,11.799999999999999,36.775,5.9,21.375,5.2,17.725,30776.0
Madrid,2015,hombre,78.0,61.3,3.0,21.3,25.9,0.475,9.725,38.4,3.9,23.175,5.5,18.85,32275.0
Madrid,2015,mujer,85.2,71.9,1.5,17.7,25.5,1.025,11.725,37.5,5.875,20.925,5.275,17.724999999999998,32275.0
Madrid,2016,hombre,73.1,58.7,3.7,20.4,23.5,0.475,9.975,38.25,3.15,24.125,4.925,19.1,33350.0
Madrid,2016,mujer,80.9,69.2,2.1,16.7,23.9,1.125,12.600000000000001,37.175,5.075,20.85,5.05,18.125,33350.0
Madrid,2017,hombre,75.3,56.9,4.3,19.5,30.2,0.475,9.175,38.8,2.75,23.475,5.7,19.6,34592.0
Madrid,2017,mujer,83.7,67.9,2.4,15.9,29.8,1.225,11.525,37.35,4.05,21.725,5.6,18.55,34592.0
Madrid,2018,hombre,76.1,56.7,3.8,18.8,28.0,0.45,9.4,39.05,2.675,24.799999999999997,5.675,17.9,35601.0
Madrid,2018,mujer,84.3,68.3,2.1,15.6,28.1,1.075,11.35,37.375,3.9,21.275,6.075,18.95,35601.0
Madrid,2019,hombre,83.5,64.6,4.6,21.2,22.2,0.45,8.925,40.325,2.275,23.375,5.25,19.35,36613.0
Madrid,2019,mujer,89.5,76.6,2.6,16.7,22.8,0.775,10.725,39.075,4.0,20.475,6.05,18.875,36613.0
Madrid,2020,hombre,79.9,56.7,4.2,22.5,33.9,0.525,8.025,40.95,1.9,22.95,5.5,20.15,32853.0
Madrid,2020,mujer,87.3,68.2,2.6,18.1,33.5,0.8500000000000001,10.275,40.025,3.65,20.025,6.45,18.75,32853.0
Madrid,2021,hombre,78.9,58.1,4.6,23.3,34.2,0.5,7.55,40.9,2.225,23.825,6.025,18.975,35703.0
Madrid,2021,mujer,84.5,69.7,2.6,20.8,33.4,0.875,10.125,40.525,3.2,20.075,5.9,19.275,35703.0
Madrid,2022,hombre,79.4,57.5,5.4,26.1,36.4,0.45,7.65,40.525,1.875,23.05,6.05,20.4,39246.0
Madrid,2022,mujer,84.5,68.9,3.2,23.7,36.8,0.65,11.5,40.975,2.55,19.575000000000003,5.9,18.825,39246.0
Melilla,2014,hombre,52.7,34.4,5.1375,18.0,11.3,0.8,11.975,26.725,9.075,25.75,6.875,18.775,15999.0
Melilla,2014,mujer,73.6,46.4,5.1375,18.3,20.6,4.925000000000001,14.025,20.225,15.7,18.975,10.7,15.375,15999.0
Melilla,2015,hombre,52.4,40.1,6.9,21.5,16.4,1.875,14.625,25.15,10.25,28.15,4.1,15.850000000000001,16506.0
Melilla,2015,mujer,72.5,50.0,6.7,16.0,25.0,8.075000000000001,16.2,19.775,12.75,21.2,7.7250000000000005,14.35,16506.0
Melilla,2016,hombre,50.7,38.7,5.4,18.4,16.6,2.2249999999999996,14.275,23.95,6.05,29.4,6.375,17.725,16979.0
Melilla,2016,mujer,59.9,60.4,4.1,13.7,27.0,6.975,17.45,21.075,9.875,22.85,6.425000000000001,15.45,16979.0
Melilla,2017,hombre,48.9,31.7,9.4,14.1,17.3,2.65,13.975,24.925,6.449999999999999,25.5,4.925,21.525,17051.0
Melilla,2017,mujer,62.3,50.1,4.4,14.1,21.0,6.05,14.275,23.575,9.225,23.2,5.8,17.9,17051.0
Melilla,2018,hombre,49.1,33.4,7.4,16.4,21.6,2.45,14.225,25.025,3.8,28.6,8.8,17.125,17531.0
Melilla,2018,mujer,69.3,56.0,3.2,15.2,25.4,5.875,15.525,25.875,8.3,25.525,3.3,15.6,17531.0
Melilla,2019,hombre,64.7,41.5,9.7,20.5,14.4,2.525,15.45,23.4,5.55,27.575,8.5,17.0,18073.0
Melilla,2019,mujer,78.8,66.1,3.4,15.6,29.5,8.075,16.2,25.8,7.4,24.875,7.175,10.5,18073.0
Melilla,2020,hombre,54.0,42.4,8.9,19.2,19.1,2.525,15.175,27.8,2.7249999999999996,23.025,8.65,20.125,16776.0
Melilla,2020,mujer,68.2,56.0,6.9,22.1,29.7,5.9,16.275000000000002,29.5,5.225,22.3,7.2,13.6,16776.0
Melilla,2021,hombre,51.0,44.9,12.5,29.3,16.9,1.025,11.525,31.075,3.75,26.225,6.725,19.725,17891.0
Melilla,2021,mujer,70.4,62.8,5.7,21.3,24.6,4.85,16.15,27.825,9.475,22.35,4.775,14.575,17891.0
Melilla,2022,hombre,58.9,50.2,13.6,24.2,21.2,1.45,9.65,28.475,7.55,26.175,8.35,18.349999999999998,19433.0
Melilla,2022,mujer,73.5,60.9,9.4,20.4,26.4,5.25,16.65,28.1,8.6,21.025,6.275,14.1,19433.0
Murcia,2014,hombre,72.0,48.4,5.1375,23.4,21.7,2.625,14.2,21.85,7.475,33.425,7.85,12.525,18606.0
Murcia,2014,mujer,83.0,57.4,5.1375,20.7,24.6,4.824999999999999,14.825,21.425,9.775,28.2,8.55,12.475,18606.0
Murcia,2015,hombre,73.4,48.4,5.9,24.6,23.8,2.65,13.65,22.4,7.725,33.6,7.25,12.675,19901.0
Murcia,2015,mujer,83.2,63.1,2.7,21.0,25.3,4.825,13.1,21.975,10.225,28.5,8.875,12.5,19901.0
Murcia,2016,hombre,69.2,49.0,5.8,20.2,21.4,2.7,14.024999999999999,22.075,7.375,33.025,7.675,13.125,20402.0
Murcia,2016,mujer,78.1,64.5,3.6,19.0,22.7,4.475,12.525,23.2,9.35,30.175,8.975,11.35,20402.0
Murcia,2017,hombre,69.9,47.8,7.4,20.7,23.7,2.275,11.975,23.075,7.05,33.775,7.8,14.075,21128.0
Murcia,2017,mujer,80.6,63.8,4.0,18.5,26.1,3.75,12.35,24.3,8.025,31.25,8.45,11.95,21128.0
Murcia,2018,hombre,68.0,48.7,8.1,21.5,24.4,2.15,10.45,24.725,6.35,35.225,7.775,13.275,21393.0
Murcia,2018,mujer,80.7,62.0,4.6,19.5,29.7,3.45,10.075,25.4,7.95,31.85,8.7,12.575,21393.0
Murcia,2019,hombre,73.1,53.5,8.1,18.6,21.2,2.925,10.275,24.025,5.425,36.900000000000006,8.0,12.475,22015.0
Murcia,2019,mujer,84.8,69.3,5.5,19.5,26.5,3.6,10.15,26.85,7.225,31.15,9.075,11.925,22015.0
Murcia,2020,hombre,70.1,46.1,9.9,26.4,29.4,2.1,9.8,24.475,5.65,35.875,8.225,13.875,20108.0
Murcia,2020,mujer,81.3,64.3,5.8,25.1,38.1,2.975,10.025,28.775,6.825,30.725,8.975,11.725,20108.0
Murcia,2021,hombre,68.8,47.8,8.9,24.7,27.8,1.8,8.9,25.975,5.4,34.275,8.75,14.9,22087.0
Murcia,2021,mujer,78.0,64.9,4.8,24.1,33.9,3.2249999999999996,9.25,28.475,6.15,32.925,8.275,11.65,22087.0
Murcia,2022,hombre,72.1,49.1,9.2,26.2,28.7,2.05,8.125,23.075,5.75,38.1,8.275,14.65,24263.0
Murcia,2022,mujer,81.1,64.9,5.6,26.1,36.2,3.175,8.65,26.875,6.975,33.175000000000004,9.05,12.075,24263.0
Navarra,2014,hombre,77.8,48.5,5.1375,22.4,27.0,0.475,14.175,32.85,2.9,26.875,9.725,13.025,27704.0
Navarra,2014,mujer,88.5,64.5,5.1375,16.9,20.5,0.625,18.625,33.375,3.45,24.175,7.3,12.475,27704.0
Navarra,2015,hombre,80.2,51.0,5.2,25.0,25.3,0.525,14.0,31.65,2.8,28.2,9.3,13.55,28761.0
Navarra,2015,mujer,87.4,66.1,1.5,19.0,20.3,0.55,19.1,33.2,2.625,24.425,7.949999999999999,12.125,28761.0
Navarra,2016,hombre,78.5,49.1,5.6,23.3,22.1,0.95,14.15,32.95,2.55,26.325,10.25,12.8,29556.0
Navarra,2016,mujer,86.0,67.3,1.9,16.0,19.8,1.05,17.725,35.75,2.975,21.7,8.475,12.35,29556.0
Navarra,2017,hombre,79.4,48.7,6.4,26.9,24.7,0.8500000000000001,14.5,33.775,1.875,26.55,11.775,10.75,30631.0
Navarra,2017,mujer,86.7,64.4,2.6,17.6,20.6,1.1,18.025,35.900000000000006,2.075,22.25,8.825,11.85,30631.0
Navarra,2018,hombre,78.5,48.9,6.4,26.7,24.9,0.825,15.375,32.925,1.45,26.225,11.725,11.45,31190.0
Navarra,2018,mujer,88.4,64.7,3.0,16.9,20.1,0.575,18.975,36.875,1.675,20.85,8.049999999999999,13.025,31190.0
Navarra,2019,hombre,83.5,51.9,7.3,27.1,25.4,0.525,13.375,35.150000000000006,0.95,26.5,11.6,11.9,32136.0
Navarra,2019,mujer,91.6,72.4,3.4,20.3,23.0,0.7000000000000001,16.675,37.625,2.0250000000000004,20.95,8.475,13.575,32136.0
Navarra,2020,hombre,83.6,49.4,8.2,32.3,29.8,0.6749999999999999,10.85,36.45,1.525,26.775,10.975,12.75,28987.0
Navarra,2020,mujer,89.4,66.5,3.6,21.2,23.8,0.8,14.25,39.25,2.15,21.674999999999997,8.1,13.775,28987.0
Navarra,2021,hombre,79.4,46.7,6.6,30.2,27.4,0.39999999999999997,12.325,36.5,2.275,24.95,10.325,13.175,31486.0
Navarra,2021,mujer,85.0,65.8,2.9,22.1,24.1,1.15,14.100000000000001,39.175000000000004,2.375,20.775,9.475,12.975,31486.0
Navarra,2022,hombre,79.7,48.6,5.3,28.3,27.4,0.775,11.475,36.5,2.075,25.55,11.3,12.325,34720.0
Navarra,2022,mujer,89.9,65.1,2.4,21.8,22.6,1.075,13.9,38.175,2.55,20.724999999999998,9.600000000000001,13.975,34720.0
Pais Vasco,2014,hombre,82.0,60.5,5.1375,32.0,50.4,0.275,14.225,38.7,1.65,24.125,9.924999999999999,11.075,28843.0
Pais Vasco,2014,mujer,87.6,77.5,5.1375,21.3,39.9,0.95,21.175,34.375,2.975,21.85,8.375,10.275,28843.0
Pais Vasco,2015,hombre,82.6,63.7,8.4,32.5,46.3,0.25,13.0,38.65,1.8,24.525,9.875,11.85,29962.0
Pais Vasco,2015,mujer,90.9,78.6,3.8,21.3,34.9,0.875,19.3,35.45,2.725,22.3,8.5,10.85,29962.0
Pais Vasco,2016,hombre,82.3,58.7,9.9,31.8,46.2,0.4,12.05,38.6,1.8250000000000002,25.025,9.9,12.225,30833.0
Pais Vasco,2016,mujer,90.0,75.0,4.2,20.4,34.1,0.8,18.625,36.15,2.6,22.325,8.125,11.35,30833.0
Pais Vasco,2017,hombre,81.5,59.1,10.3,30.8,53.3,0.35,11.875,39.4,1.525,24.875,10.1,11.925,31891.0
Pais Vasco,2017,mujer,90.5,76.6,4.8,20.0,35.7,0.8500000000000001,17.725,36.575,2.825,22.575,8.475,10.9,31891.0
Pais Vasco,2018,hombre,82.4,57.4,10.1,30.2,50.7,0.325,11.524999999999999,40.075,1.425,24.375,10.125,12.175,32835.0
Pais Vasco,2018,mujer,90.0,75.9,4.0,19.9,32.9,0.75,18.075,36.575,2.15,21.875,8.975000000000001,11.575,32835.0
Pais Vasco,2019,hombre,86.8,57.7,8.6,30.1,46.1,0.275,10.875,40.3,1.525,25.075,10.0,11.925,33590.0
Pais Vasco,2019,mujer,92.3,77.8,4.1,19.9,31.9,0.6499999999999999,16.3,38.025,2.275,21.85,9.025,11.9,33590.0
Pais Vasco,2020,hombre,87.3,58.3,10.6,32.3,50.2,0.3,9.025,42.75,1.5250000000000001,23.75,10.575,12.025,30115.0
Pais Vasco,2020,mujer,92.2,76.3,4.2,21.1,36.3,0.775,14.025,39.775000000000006,2.275,22.1,8.9,12.175,30115.0
Pais Vasco,2021,hombre,83.5,59.4,8.8,31.4,49.7,0.35,8.325,44.45,1.7,22.85,10.275,12.1,32898.0
Pais Vasco,2021,mujer,90.4,76.4,3.6,18.9,34.1,0.7,12.975,41.15,2.85,21.25,9.225,11.825,32898.0
Pais Vasco,2022,hombre,83.6,59.1,8.5,31.0,46.9,0.25,7.25,44.625,1.95,22.85,10.575,12.425,36280.0
Pais Vasco,2022,mujer,89.9,75.2,3.7,21.1,31.0,0.4,13.8,42.475,2.45,20.1,8.4,12.3,36280.0
