ccaa,year,sexo,tasabrutaFP_Media
Galicia,2018,mujer,26.9
Galicia,2019,hombre,28.1
Galicia,2019,mujer,25.2
Galicia,2020,hombre,33.9
Galicia,2020,mujer,28.8
Galicia,2021,hombre,30.1
Galicia,2021,mujer,26.9
Galicia,2022,hombre,30.4
Galicia,2022,mujer,27.8
Islas Baleares,1990,hombre,12.4
Islas Baleares,1990,mujer,17.0
Islas Baleares,1991,hombre,11.7
Islas Baleares,1991,mujer,14.5
Islas Baleares,1992,hombre,9.8
Islas Baleares,1992,mujer,13.2
Islas Baleares,1993,hombre,9.1
Islas Baleares,1993,mujer,10.9
Islas Baleares,1994,hombre,7.4
Islas Baleares,1994,mujer,9.0
Islas Baleares,1995,hombre,7.4
Islas Baleares,1995,mujer,9.4
Islas Baleares,1996,hombre,8.1
Islas Baleares,1996,mujer,9.3
Islas Baleares,1997,hombre,8.7
Islas Baleares,1997,mujer,10.3
Islas Baleares,1998,hombre,7.6
Islas Baleares,1998,mujer,8.3
Islas Baleares,1999,hombre,8.0
Islas Baleares,1999,mujer,8.3
Islas Baleares,2000,hombre,8.1
Islas Baleares,2000,mujer,8.7
Islas Baleares,2001,hombre,11.1
Islas Baleares,2001,mujer,11.4
Islas Baleares,2002,hombre,10.8
Islas Baleares,2002,mujer,11.9
Islas Baleares,2003,hombre,12.1
Islas Baleares,2003,mujer,13.5
Islas Baleares,2004,hombre,11.8
Islas Baleares,2004,mujer,14.5
Islas Baleares,2005,hombre,12.3
Islas Baleares,2005,mujer,14.6
Islas Baleares,2006,hombre,10.3
Islas Baleares,2006,mujer,13.0
Islas Baleares,2007,hombre,12.3
Islas Baleares,2007,mujer,13.8
Islas Baleares,2008,hombre,12.8
Islas Baleares,2008,mujer,16.2
Islas Baleares,2009,hombre,12.7
Islas Baleares,2009,mujer,14.5
Islas Baleares,2010,hombre,16.0
Islas Baleares,2010,mujer,19.4
Islas Baleares,2011,hombre,16.2
Islas Baleares,2011,mujer,19.0
Islas Baleares,2012,hombre,17.9
Islas Baleares,2012,mujer,19.6
Islas Baleares,2013,hombre,23.4
Islas Baleares,2013,mujer,21.3
Islas Baleares,2014,hombre,21.2
Islas Baleares,2014,mujer,20.1
Islas Baleares,2015,hombre,22.5
Islas Baleares,2015,mujer,19.0
Islas Baleares,2016,hombre,21.7
Islas Baleares,2016,mujer,20.6
Islas Baleares,2017,hombre,21.0
Islas Baleares,2017,mujer,20.1
Islas Baleares,2018,hombre,22.3
Islas Baleares,2018,mujer,19.7
Islas Baleares,2019,hombre,21.5
Islas Baleares,2019,mujer,20.7
Islas Baleares,2020,hombre,29.0
Islas Baleares,2020,mujer,26.9
Islas Baleares,2021,hombre,23.8
Islas Baleares,2021,mujer,26.0
Islas Baleares,2022,hombre,25.7
Islas Baleares,2022,mujer,26.7
La Rioja,1990,hombre,26.6
La Rioja,1990,mujer,23.7
La Rioja,1991,hombre,24.9
La Rioja,1991,mujer,29.0
La Rioja,1992,hombre,35.0
La Rioja,1992,mujer,29.7
La Rioja,1993,hombre,25.9
La Rioja,1993,mujer,27.5
La Rioja,1994,hombre,25.2
La Rioja,1994,mujer,29.3
La Rioja,1995,hombre,20.0
La Rioja,1995,mujer,23.8
La Rioja,1996,hombre,19.1
La Rioja,1996,mujer,24.1
La Rioja,1997,hombre,14.4
La Rioja,1997,mujer,16.5
La Rioja,1998,hombre,16.5
La Rioja,1998,mujer,19.6
La Rioja,1999,hombre,9.1
La Rioja,1999,mujer,12.9
La Rioja,2000,hombre,14.6
La Rioja,2000,mujer,16.6
La Rioja,2001,hombre,19.0
La Rioja,2001,mujer,18.9
La Rioja,2002,hombre,19.8
La Rioja,2002,mujer,19.3
La Rioja,2003,hombre,19.1
La Rioja,2003,mujer,18.9
La Rioja,2004,hombre,17.0
La Rioja,2004,mujer,20.2
La Rioja,2005,hombre,19.7
La Rioja,2005,mujer,19.9
La Rioja,2006,hombre,16.7
La Rioja,2006,mujer,21.8
La Rioja,2007,hombre,17.9
La Rioja,2007,mujer,19.8
La Rioja,2008,hombre,19.9
La Rioja,2008,mujer,22.4
La Rioja,2009,hombre,19.3
La Rioja,2009,mujer,24.0
La Rioja,2010,hombre,18.7
La Rioja,2010,mujer,26.1
La Rioja,2011,hombre,27.7
La Rioja,2011,mujer,23.6
La Rioja,2012,hombre,23.1
La Rioja,2012,mujer,23.0
La Rioja,2013,hombre,27.3
La Rioja,2013,mujer,24.0
La Rioja,2014,hombre,27.6
La Rioja,2014,mujer,27.9
La Rioja,2015,hombre,24.9
La Rioja,2015,mujer,28.2
La Rioja,2016,hombre,23.2
La Rioja,2016,mujer,24.3
La Rioja,2017,hombre,23.4
La Rioja,2017,mujer,25.9
La Rioja,2018,hombre,27.3
La Rioja,2018,mujer,26.5
La Rioja,2019,hombre,31.9
La Rioja,2019,mujer,24.6
La Rioja,2020,hombre,30.9
La Rioja,2020,mujer,28.2
La Rioja,2021,hombre,27.3
La Rioja,2021,mujer,24.1
La Rioja,2022,hombre,27.8
La Rioja,2022,mujer,26.1
Madrid,1990,hombre,13.9
Madrid,1990,mujer,13.0
Madrid,1991,hombre,16.2
Madrid,1991,mujer,13.1
Madrid,1992,hombre,14.3
Madrid,1992,mujer,13.6
Madrid,1993,hombre,12.7
Madrid,1993,mujer,13.8
Madrid,1994,hombre,13.7
Madrid,1994,mujer,14.4
Madrid,1995,hombre,12.7
Madrid,1995,mujer,13.5
Madrid,1996,hombre,11.7
Madrid,1996,mujer,12.5
Madrid,1997,hombre,10.0
Madrid,1997,mujer,10.3
Madrid,1998,hombre,11.4
Madrid,1998,mujer,11.1
Madrid,1999,hombre,6.2
Madrid,1999,mujer,6.8
Madrid,2000,hombre,8.9
Madrid,2000,mujer,9.5
Madrid,2001,hombre,9.7
Madrid,2001,mujer,9.6
Madrid,2002,hombre,9.7
Madrid,2002,mujer,10.5
Madrid,2003,hombre,10.7
Madrid,2003,mujer,11.9
Madrid,2004,hombre,10.4
Madrid,2004,mujer,11.6
Madrid,2005,hombre,11.0
Madrid,2005,mujer,12.7
Madrid,2006,hombre,10.1
Madrid,2006,mujer,11.3
Madrid,2007,hombre,10.4
Madrid,2007,mujer,11.6
Madrid,2008,hombre,11.8
Madrid,2008,mujer,13.0
Madrid,2009,hombre,13.3
Madrid,2009,mujer,14.0
Madrid,2010,hombre,14.9
Madrid,2010,mujer,16.3
Madrid,2011,hombre,17.7
Madrid,2011,mujer,18.3
Madrid,2012,hombre,16.5
Madrid,2012,mujer,15.2
Madrid,2013,hombre,24.1
Madrid,2013,mujer,15.9
Madrid,2014,hombre,20.8
Madrid,2014,mujer,16.3
Madrid,2015,hombre,21.3
Madrid,2015,mujer,17.7
Madrid,2016,hombre,20.4
Madrid,2016,mujer,16.7
Madrid,2017,hombre,19.5
Madrid,2017,mujer,15.9
Madrid,2018,hombre,18.8
Madrid,2018,mujer,15.6
Madrid,2019,hombre,21.2
Madrid,2019,mujer,16.7
Madrid,2020,hombre,22.5
Madrid,2020,mujer,18.1
Madrid,2021,hombre,23.3
Madrid,2021,mujer,20.8
Madrid,2022,hombre,26.1
Madrid,2022,mujer,23.7
Melilla,1990,hombre,8.8
Melilla,1990,mujer,8.5
Melilla,1991,hombre,7.7
Melilla,1991,mujer,8.1
Melilla,1992,hombre,9.6
Melilla,1992,mujer,3.5
Melilla,1993,hombre,12.6
Melilla,1993,mujer,6.7
Melilla,1994,hombre,8.1
Melilla,1994,mujer,2.9
Melilla,1995,hombre,
Melilla,1995,mujer,
Melilla,1996,hombre,7.1
Melilla,1996,mujer,5.1
Melilla,1997,hombre,8.1
Melilla,1997,mujer,6.7
Melilla,1998,hombre,6.7
Melilla,1998,mujer,8.3
Melilla,1999,hombre,4.9
Melilla,1999,mujer,8.6
Melilla,2000,hombre,7.1
Melilla,2000,mujer,9.0
Melilla,2001,hombre,9.1
Melilla,2001,mujer,10.2
Melilla,2002,hombre,6.0
Melilla,2002,mujer,7.2
Melilla,2003,hombre,10.1
Melilla,2003,mujer,10.9
Melilla,2004,hombre,9.6
Melilla,2004,mujer,20.2
Melilla,2005,hombre,10.9
Melilla,2005,mujer,18.3
Melilla,2006,hombre,9.9
Melilla,2006,mujer,15.8
Melilla,2007,hombre,7.6
Melilla,2007,mujer,14.2
Melilla,2008,hombre,6.6
Melilla,2008,mujer,16.0
Melilla,2009,hombre,9.0
Melilla,2009,mujer,17.0
Melilla,2010,hombre,14.2
Melilla,2010,mujer,9.7
Melilla,2011,hombre,13.8
Melilla,2011,mujer,15.6
Melilla,2012,hombre,17.3
Melilla,2012,mujer,15.5
Melilla,2013,hombre,18.4
Melilla,2013,mujer,15.8
Melilla,2014,hombre,18.0
Melilla,2014,mujer,18.3
Melilla,2015,hombre,21.5
Melilla,2015,mujer,16.0
Melilla,2016,hombre,18.4
Melilla,2016,mujer,13.7
Melilla,2017,hombre,14.1
Melilla,2017,mujer,14.1
Melilla,2018,hombre,16.4
Melilla,2018,mujer,15.2
Melilla,2019,hombre,20.5
Melilla,2019,mujer,15.6
Melilla,2020,hombre,19.2
Melilla,2020,mujer,22.1
Melilla,2021,hombre,29.3
Melilla,2021,mujer,21.3
Melilla,2022,hombre,24.2
Melilla,2022,mujer,20.4
Murcia,1990,hombre,17.1
Murcia,1990,mujer,22.3
Murcia,1991,hombre,16.8
Murcia,1991,mujer,20.9
Murcia,1992,hombre,15.7
Murcia,1992,mujer,19.4
Murcia,1993,hombre,15.5
Murcia,1993,mujer,17.3
Murcia,1994,hombre,14.8
Murcia,1994,mujer,17.5
Murcia,1995,hombre,13.2
Murcia,1995,mujer,16.5
Murcia,1996,hombre,11.3
Murcia,1996,mujer,12.5
Murcia,1997,hombre,10.6
Murcia,1997,mujer,16.2
Murcia,1998,hombre,10.2
Murcia,1998,mujer,13.2
Murcia,1999,hombre,6.5
Murcia,1999,mujer,8.6
Murcia,2000,hombre,8.2
Murcia,2000,mujer,10.8
Murcia,2001,hombre,11.7
Murcia,2001,mujer,12.9
Murcia,2002,hombre,10.7
Murcia,2002,mujer,14.2
Murcia,2003,hombre,11.2
Murcia,2003,mujer,14.0
Murcia,2004,hombre,10.9
Murcia,2004,mujer,14.3
Murcia,2005,hombre,10.2
Murcia,2005,mujer,13.0
Murcia,2006,hombre,10.1
Murcia,2006,mujer,14.0
Murcia,2007,hombre,11.1
Murcia,2007,mujer,13.6
Murcia,2008,hombre,12.2
Murcia,2008,mujer,16.8
Murcia,2009,hombre,12.5
Murcia,2009,mujer,15.0
Murcia,2010,hombre,13.9
Murcia,2010,mujer,19.8
Murcia,2011,hombre,16.5
Murcia,2011,mujer,20.9
Murcia,2012,hombre,17.6
Murcia,2012,mujer,17.8
Murcia,2013,hombre,21.2
Murcia,2013,mujer,20.4
Murcia,2014,hombre,23.4
Murcia,2014,mujer,20.7
Murcia,2015,hombre,24.6
Murcia,2015,mujer,21.0
Murcia,2016,hombre,20.2
Murcia,2016,mujer,19.0
Murcia,2017,hombre,20.7
Murcia,2017,mujer,18.5
Murcia,2018,hombre,21.5
Murcia,2018,mujer,19.5
Murcia,2019,hombre,18.6
Murcia,2019,mujer,19.5
Murcia,2020,hombre,26.4
Murcia,2020,mujer,25.1
Murcia,2021,hombre,24.7
Murcia,2021,mujer,24.1
Murcia,2022,hombre,26.2
Murcia,2022,mujer,26.1
Navarra,1990,hombre,23.8
Navarra,1990,mujer,22.1
Navarra,1991,hombre,13.2
Navarra,1991,mujer,22.7
Navarra,1992,hombre,18.1
Navarra,1992,mujer,15.1
Navarra,1993,hombre,17.7
Navarra,1993,mujer,15.9
Navarra,1994,hombre,15.8
Navarra,1994,mujer,15.7
Navarra,1995,hombre,20.1
Navarra,1995,mujer,17.2
Navarra,1996,hombre,23.6
Navarra,1996,mujer,21.9
Navarra,1997,hombre,7.3
Navarra,1997,mujer,5.9
Navarra,1998,hombre,5.6
Navarra,1998,mujer,5.2
Navarra,1999,hombre,15.4
Navarra,1999,mujer,11.9
Navarra,2000,hombre,19.8
Navarra,2000,mujer,12.8
Navarra,2001,hombre,20.9
Navarra,2001,mujer,16.1
Navarra,2002,hombre,23.6
Navarra,2002,mujer,16.1
Navarra,2003,hombre,21.4
Navarra,2003,mujer,16.1
Navarra,2004,hombre,22.2
Navarra,2004,mujer,19.1
Navarra,2005,hombre,21.2
Navarra,2005,mujer,17.5
Navarra,2006,hombre,19.6
Navarra,2006,mujer,15.2
Navarra,2007,hombre,19.6
Navarra,2007,mujer,17.7
Navarra,2008,hombre,19.6
Navarra,2008,mujer,18.6
Navarra,2009,hombre,20.4
Navarra,2009,mujer,16.5
Navarra,2010,hombre,22.5
Navarra,2010,mujer,17.9
Navarra,2011,hombre,22.8
Navarra,2011,mujer,18.2
Navarra,2012,hombre,23.2
Navarra,2012,mujer,19.1
Navarra,2013,hombre,22.9
Navarra,2013,mujer,16.9
Navarra,2014,hombre,22.4
Navarra,2014,mujer,16.9
Navarra,2015,hombre,25.0
Navarra,2015,mujer,19.0
Navarra,2016,hombre,23.3
Navarra,2016,mujer,16.0
Navarra,2017,hombre,26.9
Navarra,2017,mujer,17.6
Navarra,2018,hombre,26.7
Navarra,2018,mujer,16.9
Navarra,2019,hombre,27.1
Navarra,2019,mujer,20.3
Navarra,2020,hombre,32.3
Navarra,2020,mujer,21.2
Navarra,2021,hombre,30.2
Navarra,2021,mujer,22.1
Navarra,2022,hombre,28.3
Navarra,2022,mujer,21.8
Pais Vasco,1990,hombre,13.1
Pais Vasco,1990,mujer,15.0
Pais Vasco,1991,hombre,12.0
Pais Vasco,1991,mujer,15.0
Pais Vasco,1992,hombre,11.5
Pais Vasco,1992,mujer,12.5
Pais Vasco,1993,hombre,11.7
Pais Vasco,1993,mujer,14.3
Pais Vasco,1994,hombre,11.6
Pais Vasco,1994,mujer,13.6
Pais Vasco,1995,hombre,12.3
Pais Vasco,1995,mujer,15.0
Pais Vasco,1996,hombre,14.0
Pais Vasco,1996,mujer,16.3
Pais Vasco,1997,hombre,14.2
Pais Vasco,1997,mujer,14.2
Pais Vasco,1998,hombre,13.0
Pais Vasco,1998,mujer,7.5
Pais Vasco,1999,hombre,16.1
Pais Vasco,1999,mujer,11.8
Pais Vasco,2000,hombre,18.5
Pais Vasco,2000,mujer,12.6
Pais Vasco,2001,hombre,19.9
Pais Vasco,2001,mujer,14.0
Pais Vasco,2002,hombre,21.8
Pais Vasco,2002,mujer,15.6
Pais Vasco,2003,hombre,21.4
Pais Vasco,2003,mujer,16.5
Pais Vasco,2004,hombre,22.9
Pais Vasco,2004,mujer,16.9
Pais Vasco,2005,hombre,23.7
Pais Vasco,2005,mujer,18.3
Pais Vasco,2006,hombre,22.8
Pais Vasco,2006,mujer,18.1
Pais Vasco,2007,hombre,22.0
Pais Vasco,2007,mujer,17.8
Pais Vasco,2008,hombre,21.8
Pais Vasco,2008,mujer,19.0
Pais Vasco,2009,hombre,24.0
Pais Vasco,2009,mujer,17.4
Pais Vasco,2010,hombre,24.9
Pais Vasco,2010,mujer,20.5
Pais Vasco,2011,hombre,29.4
Pais Vasco,2011,mujer,21.5
Pais Vasco,2012,hombre,30.7
Pais Vasco,2012,mujer,20.7
Pais Vasco,2013,hombre,32.5
Pais Vasco,2013,mujer,20.1
Pais Vasco,2014,hombre,32.0
Pais Vasco,2014,mujer,21.3
Pais Vasco,2015,hombre,32.5
Pais Vasco,2015,mujer,21.3
Pais Vasco,2016,hombre,31.8
Pais Vasco,2016,mujer,20.4
Pais Vasco,2017,hombre,30.8
Pais Vasco,2017,mujer,20.0
Pais Vasco,2018,hombre,30.2
Pais Vasco,2018,mujer,19.9
Pais Vasco,2019,hombre,30.1
Pais Vasco,2019,mujer,19.9
Pais Vasco,2020,hombre,32.3
Pais Vasco,2020,mujer,21.1
Pais Vasco,2021,hombre,31.4
Pais Vasco,2021,mujer,18.9
Pais Vasco,2022,hombre,31.0
Pais Vasco,2022,mujer,21.1
