ccaa,sexo,nivel_formacion,year,pct_poblacion_nivel_formacion
Cantabria,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,10.2
Cantabria,mujer,"Segunda etapa de educación secundaria, con orientación general",2019,13.75
Cantabria,hombre,Analfabetos,2020,0.425
Cantabria,hombre,Educación primaria,2020,8.525
Cantabria,hombre,Educación superior,2020,32.925
Cantabria,hombre,Estudios primarios incompletos,2020,0.8
Cantabria,hombre,Primera etapa de Educación Secundaria y similar,2020,32.825
Cantabria,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,11.875
Cantabria,hombre,"Segunda etapa de educación secundaria, con orientación general",2020,12.6
Cantabria,mujer,Analfabetos,2020,0.3
Cantabria,mujer,Educación primaria,2020,12.85
Cantabria,mujer,Educación superior,2020,34.175
Cantabria,mujer,Estudios primarios incompletos,2020,1.3
Cantabria,mujer,Primera etapa de Educación Secundaria y similar,2020,28.5
Cantabria,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,10.0
Cantabria,mujer,"Segunda etapa de educación secundaria, con orientación general",2020,12.875
Cantabria,hombre,Analfabetos,2021,0.30000000000000004
Cantabria,hombre,Educación primaria,2021,8.0
Cantabria,hombre,Educación superior,2021,33.125
Cantabria,hombre,Estudios primarios incompletos,2021,0.8500000000000001
Cantabria,hombre,Primera etapa de Educación Secundaria y similar,2021,33.275
Cantabria,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,12.075
Cantabria,hombre,"Segunda etapa de educación secundaria, con orientación general",2021,12.4
Cantabria,mujer,Analfabetos,2021,0.275
Cantabria,mujer,Educación primaria,2021,11.3
Cantabria,mujer,Educación superior,2021,34.724999999999994
Cantabria,mujer,Estudios primarios incompletos,2021,1.375
Cantabria,mujer,Primera etapa de Educación Secundaria y similar,2021,29.35
Cantabria,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,10.8
Cantabria,mujer,"Segunda etapa de educación secundaria, con orientación general",2021,12.225
Cantabria,hombre,Analfabetos,2022,0.4
Cantabria,hombre,Educación primaria,2022,7.475
Cantabria,hombre,Educación superior,2022,34.0
Cantabria,hombre,Estudios primarios incompletos,2022,0.725
Cantabria,hombre,Primera etapa de Educación Secundaria y similar,2022,32.625
Cantabria,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,10.625
Cantabria,hombre,"Segunda etapa de educación secundaria, con orientación general",2022,14.2
Cantabria,mujer,Analfabetos,2022,0.325
Cantabria,mujer,Educación primaria,2022,9.95
Cantabria,mujer,Educación superior,2022,36.025
Cantabria,mujer,Estudios primarios incompletos,2022,0.8999999999999999
Cantabria,mujer,Primera etapa de Educación Secundaria y similar,2022,30.4
Cantabria,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,10.025
Cantabria,mujer,"Segunda etapa de educación secundaria, con orientación general",2022,12.375
Cantabria,hombre,Analfabetos,2023,0.225
Cantabria,hombre,Educación primaria,2023,5.95
Cantabria,hombre,Educación superior,2023,38.125
Cantabria,hombre,Estudios primarios incompletos,2023,0.45
Cantabria,hombre,Primera etapa de Educación Secundaria y similar,2023,30.8
Cantabria,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2023,10.125
Cantabria,hombre,"Segunda etapa de educación secundaria, con orientación general",2023,14.299999999999999
Cantabria,mujer,Analfabetos,2023,0.3
Cantabria,mujer,Educación primaria,2023,9.975
Cantabria,mujer,Educación superior,2023,38.75
Cantabria,mujer,Estudios primarios incompletos,2023,0.55
Cantabria,mujer,Primera etapa de Educación Secundaria y similar,2023,27.425
Cantabria,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2023,10.575
Cantabria,mujer,"Segunda etapa de educación secundaria, con orientación general",2023,12.45
Cantabria,hombre,Analfabetos,2024,0.2
Cantabria,hombre,Educación primaria,2024,5.1
Cantabria,hombre,Educación superior,2024,37.25
Cantabria,hombre,Estudios primarios incompletos,2024,0.725
Cantabria,hombre,Primera etapa de Educación Secundaria y similar,2024,31.425
Cantabria,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2024,10.925
Cantabria,hombre,"Segunda etapa de educación secundaria, con orientación general",2024,14.325
Cantabria,mujer,Analfabetos,2024,0.325
Cantabria,mujer,Educación primaria,2024,7.1000000000000005
Cantabria,mujer,Educación superior,2024,38.1
Cantabria,mujer,Estudios primarios incompletos,2024,1.025
Cantabria,mujer,Primera etapa de Educación Secundaria y similar,2024,30.1
Cantabria,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2024,10.45
Cantabria,mujer,"Segunda etapa de educación secundaria, con orientación general",2024,12.899999999999999
Cantabria,hombre,Analfabetos,2025,0.30000000000000004
Cantabria,hombre,Educación primaria,2025,5.55
Cantabria,hombre,Educación superior,2025,34.775
Cantabria,hombre,Estudios primarios incompletos,2025,0.575
Cantabria,hombre,Primera etapa de Educación Secundaria y similar,2025,31.924999999999997
Cantabria,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2025,11.65
Cantabria,hombre,"Segunda etapa de educación secundaria, con orientación general",2025,15.2
Cantabria,mujer,Analfabetos,2025,0.125
Cantabria,mujer,Educación primaria,2025,6.825
Cantabria,mujer,Educación superior,2025,38.9
Cantabria,mujer,Estudios primarios incompletos,2025,1.1
Cantabria,mujer,Primera etapa de Educación Secundaria y similar,2025,29.8
Cantabria,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2025,9.25
Cantabria,mujer,"Segunda etapa de educación secundaria, con orientación general",2025,14.025
Castilla La Mancha,hombre,Analfabetos,2014,1.6
Castilla La Mancha,hombre,Educación primaria,2014,13.399999999999999
Castilla La Mancha,hombre,Educación superior,2014,19.8
Castilla La Mancha,hombre,Estudios primarios incompletos,2014,10.9
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2014,35.2
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2014,6.325
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2014,12.7
Castilla La Mancha,mujer,Analfabetos,2014,3.175
Castilla La Mancha,mujer,Educación primaria,2014,14.575
Castilla La Mancha,mujer,Educación superior,2014,22.075000000000003
Castilla La Mancha,mujer,Estudios primarios incompletos,2014,13.125
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2014,27.725
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2014,7.4
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2014,11.95
Castilla La Mancha,hombre,Analfabetos,2015,1.4249999999999998
Castilla La Mancha,hombre,Educación primaria,2015,12.725
Castilla La Mancha,hombre,Educación superior,2015,20.15
Castilla La Mancha,hombre,Estudios primarios incompletos,2015,10.1
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2015,35.95
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2015,6.725
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2015,12.925
Castilla La Mancha,mujer,Analfabetos,2015,3.225
Castilla La Mancha,mujer,Educación primaria,2015,14.45
Castilla La Mancha,mujer,Educación superior,2015,21.8
Castilla La Mancha,mujer,Estudios primarios incompletos,2015,12.1
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2015,28.75
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2015,7.6
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2015,12.1
Castilla La Mancha,hombre,Analfabetos,2016,1.4249999999999998
Castilla La Mancha,hombre,Educación primaria,2016,13.075
Castilla La Mancha,hombre,Educación superior,2016,19.55
Castilla La Mancha,hombre,Estudios primarios incompletos,2016,9.625
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2016,37.15
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,6.825
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2016,12.375
Castilla La Mancha,mujer,Analfabetos,2016,3.225
Castilla La Mancha,mujer,Educación primaria,2016,13.95
Castilla La Mancha,mujer,Educación superior,2016,22.425
Castilla La Mancha,mujer,Estudios primarios incompletos,2016,11.525
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2016,29.575
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,7.425
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2016,11.85
Castilla La Mancha,hombre,Analfabetos,2017,1.5
Castilla La Mancha,hombre,Educación primaria,2017,12.5
Castilla La Mancha,hombre,Educación superior,2017,19.625
Castilla La Mancha,hombre,Estudios primarios incompletos,2017,9.5
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2017,37.325
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,7.15
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2017,12.4
Castilla La Mancha,mujer,Analfabetos,2017,3.15
Castilla La Mancha,mujer,Educación primaria,2017,13.075
Castilla La Mancha,mujer,Educación superior,2017,22.55
Castilla La Mancha,mujer,Estudios primarios incompletos,2017,11.05
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2017,30.325
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,7.375
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2017,12.4
Castilla La Mancha,hombre,Analfabetos,2018,1.45
Castilla La Mancha,hombre,Educación primaria,2018,11.675
Castilla La Mancha,hombre,Educación superior,2018,20.375
Castilla La Mancha,hombre,Estudios primarios incompletos,2018,8.475
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2018,37.5
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,7.35
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2018,13.15
Castilla La Mancha,mujer,Analfabetos,2018,2.575
Castilla La Mancha,mujer,Educación primaria,2018,12.7
Castilla La Mancha,mujer,Educación superior,2018,23.075
Castilla La Mancha,mujer,Estudios primarios incompletos,2018,10.575
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2018,31.575000000000003
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,7.15
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2018,12.325
Castilla La Mancha,hombre,Analfabetos,2019,1.4500000000000002
Castilla La Mancha,hombre,Educación primaria,2019,12.45
Castilla La Mancha,hombre,Educación superior,2019,21.825
Castilla La Mancha,hombre,Estudios primarios incompletos,2019,6.925
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2019,37.1
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,7.2
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2019,13.0
Castilla La Mancha,mujer,Analfabetos,2019,2.6500000000000004
Castilla La Mancha,mujer,Educación primaria,2019,13.350000000000001
Castilla La Mancha,mujer,Educación superior,2019,24.3
Castilla La Mancha,mujer,Estudios primarios incompletos,2019,9.075
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2019,30.85
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,7.949999999999999
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2019,11.875
Castilla La Mancha,hombre,Analfabetos,2020,1.175
Castilla La Mancha,hombre,Educación primaria,2020,12.375
Castilla La Mancha,hombre,Educación superior,2020,22.225
Castilla La Mancha,hombre,Estudios primarios incompletos,2020,6.35
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2020,37.175
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,7.575
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2020,13.05
Castilla La Mancha,mujer,Analfabetos,2020,2.15
Castilla La Mancha,mujer,Educación primaria,2020,12.625
Castilla La Mancha,mujer,Educación superior,2020,25.6
Castilla La Mancha,mujer,Estudios primarios incompletos,2020,8.4
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2020,30.625
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,7.949999999999999
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2020,12.725
Castilla La Mancha,hombre,Analfabetos,2021,1.15
Castilla La Mancha,hombre,Educación primaria,2021,11.775
Castilla La Mancha,hombre,Educación superior,2021,22.7
Castilla La Mancha,hombre,Estudios primarios incompletos,2021,6.325
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2021,36.175
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,8.2
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2021,13.75
Castilla La Mancha,mujer,Analfabetos,2021,2.2
Castilla La Mancha,mujer,Educación primaria,2021,11.925
Castilla La Mancha,mujer,Educación superior,2021,26.625
Castilla La Mancha,mujer,Estudios primarios incompletos,2021,7.975
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2021,30.075000000000003
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,7.75
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2021,13.525
Castilla La Mancha,hombre,Analfabetos,2022,1.2
Castilla La Mancha,hombre,Educación primaria,2022,11.775
Castilla La Mancha,hombre,Educación superior,2022,23.425
Castilla La Mancha,hombre,Estudios primarios incompletos,2022,6.35
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2022,35.75
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,8.075
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2022,13.475
Castilla La Mancha,mujer,Analfabetos,2022,1.675
Castilla La Mancha,mujer,Educación primaria,2022,12.35
Castilla La Mancha,mujer,Educación superior,2022,26.700000000000003
Castilla La Mancha,mujer,Estudios primarios incompletos,2022,8.225
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2022,30.15
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,7.625
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2022,13.299999999999999
Castilla La Mancha,hombre,Analfabetos,2023,1.025
Castilla La Mancha,hombre,Educación primaria,2023,11.55
Castilla La Mancha,hombre,Educación superior,2023,25.05
Castilla La Mancha,hombre,Estudios primarios incompletos,2023,5.825
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2023,36.175
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2023,7.6
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2023,12.775
Castilla La Mancha,mujer,Analfabetos,2023,1.55
Castilla La Mancha,mujer,Educación primaria,2023,11.725
Castilla La Mancha,mujer,Educación superior,2023,26.925
Castilla La Mancha,mujer,Estudios primarios incompletos,2023,8.25
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2023,30.225
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2023,8.325
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2023,12.975
Castilla La Mancha,hombre,Analfabetos,2024,1.025
Castilla La Mancha,hombre,Educación primaria,2024,11.075
Castilla La Mancha,hombre,Educación superior,2024,24.65
Castilla La Mancha,hombre,Estudios primarios incompletos,2024,4.925
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2024,37.575
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2024,7.675
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2024,13.0
Castilla La Mancha,mujer,Analfabetos,2024,1.25
Castilla La Mancha,mujer,Educación primaria,2024,11.0
Castilla La Mancha,mujer,Educación superior,2024,28.275
Castilla La Mancha,mujer,Estudios primarios incompletos,2024,7.4
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2024,30.85
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2024,8.649999999999999
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2024,12.6
Castilla La Mancha,hombre,Analfabetos,2025,0.8250000000000001
Castilla La Mancha,hombre,Educación primaria,2025,11.125
Castilla La Mancha,hombre,Educación superior,2025,25.275
Castilla La Mancha,hombre,Estudios primarios incompletos,2025,4.375
Castilla La Mancha,hombre,Primera etapa de Educación Secundaria y similar,2025,36.475
Castilla La Mancha,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2025,8.075
Castilla La Mancha,hombre,"Segunda etapa de educación secundaria, con orientación general",2025,13.875
Castilla La Mancha,mujer,Analfabetos,2025,1.6
Castilla La Mancha,mujer,Educación primaria,2025,10.75
Castilla La Mancha,mujer,Educación superior,2025,27.625
Castilla La Mancha,mujer,Estudios primarios incompletos,2025,6.475
Castilla La Mancha,mujer,Primera etapa de Educación Secundaria y similar,2025,31.0
Castilla La Mancha,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2025,8.725
Castilla La Mancha,mujer,"Segunda etapa de educación secundaria, con orientación general",2025,13.8
Castilla y Leon,hombre,Analfabetos,2014,0.625
Castilla y Leon,hombre,Educación primaria,2014,18.15
Castilla y Leon,hombre,Educación superior,2014,24.025
Castilla y Leon,hombre,Estudios primarios incompletos,2014,5.05
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2014,31.075
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2014,8.425
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2014,12.675
Castilla y Leon,mujer,Analfabetos,2014,1.25
Castilla y Leon,mujer,Educación primaria,2014,21.525
Castilla y Leon,mujer,Educación superior,2014,27.25
Castilla y Leon,mujer,Estudios primarios incompletos,2014,5.8
Castilla y Leon,mujer,Primera etapa de Educación Secundaria y similar,2014,25.25
Castilla y Leon,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2014,7.325
Castilla y Leon,mujer,"Segunda etapa de educación secundaria, con orientación general",2014,11.575
Castilla y Leon,hombre,Analfabetos,2015,0.8
Castilla y Leon,hombre,Educación primaria,2015,17.5
Castilla y Leon,hombre,Educación superior,2015,24.0
Castilla y Leon,hombre,Estudios primarios incompletos,2015,4.725
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2015,32.2
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2015,8.35
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2015,12.425
Castilla y Leon,mujer,Analfabetos,2015,1.375
Castilla y Leon,mujer,Educación primaria,2015,20.975
Castilla y Leon,mujer,Educación superior,2015,27.875
Castilla y Leon,mujer,Estudios primarios incompletos,2015,5.55
Castilla y Leon,mujer,Primera etapa de Educación Secundaria y similar,2015,25.55
Castilla y Leon,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2015,7.324999999999999
Castilla y Leon,mujer,"Segunda etapa de educación secundaria, con orientación general",2015,11.45
Castilla y Leon,hombre,Analfabetos,2016,0.775
Castilla y Leon,hombre,Educación primaria,2016,17.225
Castilla y Leon,hombre,Educación superior,2016,23.725
Castilla y Leon,hombre,Estudios primarios incompletos,2016,4.05
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2016,32.3
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,9.350000000000001
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2016,12.6
Castilla y Leon,mujer,Analfabetos,2016,1.1
Castilla y Leon,mujer,Educación primaria,2016,21.025
Castilla y Leon,mujer,Educación superior,2016,27.7
Castilla y Leon,mujer,Estudios primarios incompletos,2016,5.3
Castilla y Leon,mujer,Primera etapa de Educación Secundaria y similar,2016,25.7
Castilla y Leon,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2016,7.425
Castilla y Leon,mujer,"Segunda etapa de educación secundaria, con orientación general",2016,11.75
Castilla y Leon,hombre,Analfabetos,2017,0.8500000000000001
Castilla y Leon,hombre,Educación primaria,2017,16.225
Castilla y Leon,hombre,Educación superior,2017,24.775
Castilla y Leon,hombre,Estudios primarios incompletos,2017,3.75
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2017,32.35
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,9.475
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2017,12.575
Castilla y Leon,mujer,Analfabetos,2017,0.925
Castilla y Leon,mujer,Educación primaria,2017,19.450000000000003
Castilla y Leon,mujer,Educación superior,2017,28.3
Castilla y Leon,mujer,Estudios primarios incompletos,2017,4.875
Castilla y Leon,mujer,Primera etapa de Educación Secundaria y similar,2017,26.95
Castilla y Leon,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2017,7.425
Castilla y Leon,mujer,"Segunda etapa de educación secundaria, con orientación general",2017,12.125
Castilla y Leon,hombre,Analfabetos,2018,0.7
Castilla y Leon,hombre,Educación primaria,2018,15.9
Castilla y Leon,hombre,Educación superior,2018,25.325
Castilla y Leon,hombre,Estudios primarios incompletos,2018,3.275
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2018,32.675
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,9.35
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2018,12.725
Castilla y Leon,mujer,Analfabetos,2018,0.9750000000000001
Castilla y Leon,mujer,Educación primaria,2018,18.7
Castilla y Leon,mujer,Educación superior,2018,28.975
Castilla y Leon,mujer,Estudios primarios incompletos,2018,4.225
Castilla y Leon,mujer,Primera etapa de Educación Secundaria y similar,2018,27.25
Castilla y Leon,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2018,7.65
Castilla y Leon,mujer,"Segunda etapa de educación secundaria, con orientación general",2018,12.175
Castilla y Leon,hombre,Analfabetos,2019,0.575
Castilla y Leon,hombre,Educación primaria,2019,15.975000000000001
Castilla y Leon,hombre,Educación superior,2019,26.8
Castilla y Leon,hombre,Estudios primarios incompletos,2019,2.825
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2019,32.125
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,9.0
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2019,12.75
Castilla y Leon,mujer,Analfabetos,2019,0.775
Castilla y Leon,mujer,Educación primaria,2019,19.325
Castilla y Leon,mujer,Educación superior,2019,30.625
Castilla y Leon,mujer,Estudios primarios incompletos,2019,3.625
Castilla y Leon,mujer,Primera etapa de Educación Secundaria y similar,2019,26.3
Castilla y Leon,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2019,7.65
Castilla y Leon,mujer,"Segunda etapa de educación secundaria, con orientación general",2019,11.7
Castilla y Leon,hombre,Analfabetos,2020,0.525
Castilla y Leon,hombre,Educación primaria,2020,14.600000000000001
Castilla y Leon,hombre,Educación superior,2020,27.275
Castilla y Leon,hombre,Estudios primarios incompletos,2020,2.4749999999999996
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2020,32.55
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,9.275
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2020,13.3
Castilla y Leon,mujer,Analfabetos,2020,0.775
Castilla y Leon,mujer,Educación primaria,2020,18.599999999999998
Castilla y Leon,mujer,Educación superior,2020,31.0
Castilla y Leon,mujer,Estudios primarios incompletos,2020,3.35
Castilla y Leon,mujer,Primera etapa de Educación Secundaria y similar,2020,26.325
Castilla y Leon,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2020,7.775
Castilla y Leon,mujer,"Segunda etapa de educación secundaria, con orientación general",2020,12.225
Castilla y Leon,hombre,Analfabetos,2021,0.5
Castilla y Leon,hombre,Educación primaria,2021,13.95
Castilla y Leon,hombre,Educación superior,2021,27.25
Castilla y Leon,hombre,Estudios primarios incompletos,2021,2.1
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2021,33.525
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,9.575
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2021,13.05
Castilla y Leon,mujer,Analfabetos,2021,0.625
Castilla y Leon,mujer,Educación primaria,2021,17.025
Castilla y Leon,mujer,Educación superior,2021,32.25
Castilla y Leon,mujer,Estudios primarios incompletos,2021,2.95
Castilla y Leon,mujer,Primera etapa de Educación Secundaria y similar,2021,26.15
Castilla y Leon,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2021,8.925
Castilla y Leon,mujer,"Segunda etapa de educación secundaria, con orientación general",2021,12.05
Castilla y Leon,hombre,Analfabetos,2022,0.6499999999999999
Castilla y Leon,hombre,Educación primaria,2022,13.875
Castilla y Leon,hombre,Educación superior,2022,28.275
Castilla y Leon,hombre,Estudios primarios incompletos,2022,2.05
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2022,31.775
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,9.4
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2022,13.975
Castilla y Leon,mujer,Analfabetos,2022,0.7
Castilla y Leon,mujer,Educación primaria,2022,16.55
Castilla y Leon,mujer,Educación superior,2022,32.375
Castilla y Leon,mujer,Estudios primarios incompletos,2022,2.85
Castilla y Leon,mujer,Primera etapa de Educación Secundaria y similar,2022,26.025
Castilla y Leon,mujer,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2022,8.825
Castilla y Leon,mujer,"Segunda etapa de educación secundaria, con orientación general",2022,12.65
Castilla y Leon,hombre,Analfabetos,2023,0.525
Castilla y Leon,hombre,Educación primaria,2023,13.375
Castilla y Leon,hombre,Educación superior,2023,29.075
Castilla y Leon,hombre,Estudios primarios incompletos,2023,2.45
Castilla y Leon,hombre,Primera etapa de Educación Secundaria y similar,2023,31.225
Castilla y Leon,hombre,Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior),2023,9.625
Castilla y Leon,hombre,"Segunda etapa de educación secundaria, con orientación general",2023,13.775
Castilla y Leon,mujer,Analfabetos,2023,0.6749999999999999
