Comunidad autónoma	Sexo	periodo	Total
Extremadura	HOMBRES	2021-22	26,5
Extremadura	HOMBRES	2020-21	29,2
Extremadura	HOMBRES	2019-20	23,0
Extremadura	HOMBRES	2018-19	22,9
Extremadura	HOMBRES	2017-18	22,6
Extremadura	HOMBRES	2016-17	21,8
Extremadura	MUJERES	2021-22	23,6
Extremadura	MUJERES	2020-21	27,3
Extremadura	MUJERES	2019-20	21,1
Extremadura	MUJERES	2018-19	22,4
Extremadura	MUJERES	2017-18	23,9
Extremadura	MUJERES	2016-17	22,4
Galicia	HOMBRES	2021-22	29,3
Galicia	HOMBRES	2020-21	32,8
Galicia	HOMBRES	2019-20	26,0
Galicia	HOMBRES	2018-19	27,5
Galicia	HOMBRES	2017-18	26,6
Galicia	HOMBRES	2016-17	27,2
Galicia	MUJERES	2021-22	23,7
Galicia	MUJERES	2020-21	25,6
Galicia	MUJERES	2019-20	21,2
Galicia	MUJERES	2018-19	22,7
Galicia	MUJERES	2017-18	23,0
Galicia	MUJERES	2016-17	22,4
Madrid, Comunidad de	HOMBRES	2021-22	23,1
Madrid, Comunidad de	HOMBRES	2020-21	22,2
Madrid, Comunidad de	HOMBRES	2019-20	20,3
Madrid, Comunidad de	HOMBRES	2018-19	18,0
Madrid, Comunidad de	HOMBRES	2017-18	19,2
Madrid, Comunidad de	HOMBRES	2016-17	19,7
Madrid, Comunidad de	MUJERES	2021-22	19,0
Madrid, Comunidad de	MUJERES	2020-21	16,8
Madrid, Comunidad de	MUJERES	2019-20	14,9
Madrid, Comunidad de	MUJERES	2018-19	14,2
Madrid, Comunidad de	MUJERES	2017-18	14,4
Madrid, Comunidad de	MUJERES	2016-17	14,7
Murcia, Región de	HOMBRES	2021-22	24,1
Murcia, Región de	HOMBRES	2020-21	26,0
Murcia, Región de	HOMBRES	2019-20	18,0
Murcia, Región de	HOMBRES	2018-19	20,6
Murcia, Región de	HOMBRES	2017-18	20,0
Murcia, Región de	HOMBRES	2016-17	18,4
Murcia, Región de	MUJERES	2021-22	22,7
Murcia, Región de	MUJERES	2020-21	23,8
Murcia, Región de	MUJERES	2019-20	18,1
Murcia, Región de	MUJERES	2018-19	18,7
Murcia, Región de	MUJERES	2017-18	17,3
Murcia, Región de	MUJERES	2016-17	17,0
Navarra, Comunidad Foral de	HOMBRES	2021-22	30,5
Navarra, Comunidad Foral de	HOMBRES	2020-21	32,6
Navarra, Comunidad Foral de	HOMBRES	2019-20	26,4
Navarra, Comunidad Foral de	HOMBRES	2018-19	26,3
Navarra, Comunidad Foral de	HOMBRES	2017-18	26,4
Navarra, Comunidad Foral de	HOMBRES	2016-17	23,5
Navarra, Comunidad Foral de	MUJERES	2021-22	20,9
Navarra, Comunidad Foral de	MUJERES	2020-21	21,1
Navarra, Comunidad Foral de	MUJERES	2019-20	19,4
Navarra, Comunidad Foral de	MUJERES	2018-19	16,4
Navarra, Comunidad Foral de	MUJERES	2017-18	17,0
Navarra, Comunidad Foral de	MUJERES	2016-17	16,1
País Vasco	HOMBRES	2021-22	31,3
País Vasco	HOMBRES	2020-21	32,7
País Vasco	HOMBRES	2019-20	29,4
País Vasco	HOMBRES	2018-19	30,1
País Vasco	HOMBRES	2017-18	30,6
País Vasco	HOMBRES	2016-17	30,6
País Vasco	MUJERES	2021-22	18,5
País Vasco	MUJERES	2020-21	20,5
País Vasco	MUJERES	2019-20	18,7
País Vasco	MUJERES	2018-19	18,5
País Vasco	MUJERES	2017-18	18,4
País Vasco	MUJERES	2016-17	18,8
Rioja, La	HOMBRES	2021-22	28,8
Rioja, La	HOMBRES	2020-21	32,2
Rioja, La	HOMBRES	2019-20	31,5
Rioja, La	HOMBRES	2018-19	26,8
Rioja, La	HOMBRES	2017-18	23,5
Rioja, La	HOMBRES	2016-17	22,8
Rioja, La	MUJERES	2021-22	24,6
Rioja, La	MUJERES	2020-21	29,4
Rioja, La	MUJERES	2019-20	23,5
Rioja, La	MUJERES	2018-19	24,6
Rioja, La	MUJERES	2017-18	24,3
Rioja, La	MUJERES	2016-17	22,7
Ceuta	HOMBRES	2021-22	30,3
Ceuta	HOMBRES	2020-21	20,6
Ceuta	HOMBRES	2019-20	15,2
Ceuta	HOMBRES	2018-19	18,3
Ceuta	HOMBRES	2017-18	17,3
Ceuta	HOMBRES	2016-17	19,7
Ceuta	MUJERES	2021-22	25,3
Ceuta	MUJERES	2020-21	25,4
Ceuta	MUJERES	2019-20	19,5
Ceuta	MUJERES	2018-19	19,7
Ceuta	MUJERES	2017-18	18,5
Ceuta	MUJERES	2016-17	17,7
Melilla	HOMBRES	2021-22	26,4
Melilla	HOMBRES	2020-21	18,5
Melilla	HOMBRES	2019-20	20,3
Melilla	HOMBRES	2018-19	16,3
Melilla	HOMBRES	2017-18	15,6
Melilla	HOMBRES	2016-17	17,3
Melilla	MUJERES	2021-22	19,5
Melilla	MUJERES	2020-21	22,2
Melilla	MUJERES	2019-20	14,7
Melilla	MUJERES	2018-19	15,3
Melilla	MUJERES	2017-18	13,6
Melilla	MUJERES	2016-17	12,1
