Comunidades y Ciudades Autónomas	Sexo	Nivel de formación alcanzado	Periodo	Total
08 Castilla - La Mancha	Hombres	Educación primaria	2016T1	13,1
08 Castilla - La Mancha	Hombres	Educación primaria	2015T4	12,4
08 Castilla - La Mancha	Hombres	Educación primaria	2015T3	12,8
08 Castilla - La Mancha	Hombres	Educación primaria	2015T2	13,2
08 Castilla - La Mancha	Hombres	Educación primaria	2015T1	12,5
08 Castilla - La Mancha	Hombres	Educación primaria	2014T4	13,1
08 Castilla - La Mancha	Hombres	Educación primaria	2014T3	13,1
08 Castilla - La Mancha	Hombres	Educación primaria	2014T2	13,2
08 Castilla - La Mancha	Hombres	Educación primaria	2014T1	14,2
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2025T4	35,9
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2025T3	36,3
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2025T2	36,5
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2025T1	37,2
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2024T4	37,4
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2024T3	37,7
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2024T2	37,5
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2024T1	37,7
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2023T4	37,3
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2023T3	35,5
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2023T2	35,6
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2023T1	36,3
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2022T4	35,8
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2022T3	35,5
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2022T2	35,4
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2022T1	36,3
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2021T4	36,1
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2021T3	35,2
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2021T2	36,0
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2021T1	37,4
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2020T4	36,7
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2020T3	36,9
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2020T2	36,9
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2020T1	38,2
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2019T4	37,1
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2019T3	37,1
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2019T2	37,2
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2019T1	37,0
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2018T4	36,9
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2018T3	37,0
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2018T2	38,4
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2018T1	37,7
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2017T4	37,0
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2017T3	37,2
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2017T2	37,7
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2017T1	37,4
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2016T4	37,1
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2016T3	36,8
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2016T2	37,6
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2016T1	37,1
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2015T4	36,9
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2015T3	35,8
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2015T2	35,6
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2015T1	35,5
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2014T4	35,0
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2014T3	35,0
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2014T2	35,4
08 Castilla - La Mancha	Hombres	Primera etapa de Educación Secundaria y similar	2014T1	35,4
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2025T4	13,7
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2025T3	14,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2025T2	14,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2025T1	13,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2024T4	13,4
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2024T3	13,1
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2024T2	13,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2024T1	12,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2023T4	12,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2023T3	13,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2023T2	12,4
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2023T1	12,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2022T4	14,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2022T3	14,1
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2022T2	13,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2022T1	12,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2021T4	13,4
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2021T3	14,1
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2021T2	14,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2021T1	13,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2020T4	13,4
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2020T3	13,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2020T2	13,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2020T1	12,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2019T4	12,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2019T3	13,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2019T2	13,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2019T1	12,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2018T4	13,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2018T3	13,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2018T2	13,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2018T1	12,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2017T4	12,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2017T3	12,4
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2017T2	12,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2017T1	12,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2016T4	12,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2016T3	11,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2016T2	12,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2016T1	12,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T4	12,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T3	13,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T2	13,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T1	12,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T4	13,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T3	12,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T2	12,7
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T1	12,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T4	8,7
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T3	8,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T2	7,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T1	7,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T4	7,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T3	7,7
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T2	7,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T1	7,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T4	7,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T3	7,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T2	7,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T1	8,1
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T4	7,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T3	7,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T2	8,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T1	8,4
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T4	8,1
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T3	8,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T2	8,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T1	8,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T4	8,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T3	7,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T2	7,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T1	6,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T4	7,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T3	7,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T2	7,0
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T1	7,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T4	7,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T3	7,2
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T2	7,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T1	7,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T4	7,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T3	7,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T2	6,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T1	6,7
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T4	6,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T3	6,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T2	6,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T1	6,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T4	6,7
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T3	6,8
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T2	6,5
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T1	6,9
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T4	6,6
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T3	6,4
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T2	6,3
08 Castilla - La Mancha	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T1	6,0
08 Castilla - La Mancha	Hombres	Educación superior	2025T4	25,7
08 Castilla - La Mancha	Hombres	Educación superior	2025T3	24,9
08 Castilla - La Mancha	Hombres	Educación superior	2025T2	25,2
08 Castilla - La Mancha	Hombres	Educación superior	2025T1	25,3
08 Castilla - La Mancha	Hombres	Educación superior	2024T4	25,3
08 Castilla - La Mancha	Hombres	Educación superior	2024T3	24,7
08 Castilla - La Mancha	Hombres	Educación superior	2024T2	24,9
08 Castilla - La Mancha	Hombres	Educación superior	2024T1	23,7
08 Castilla - La Mancha	Hombres	Educación superior	2023T4	24,6
08 Castilla - La Mancha	Hombres	Educación superior	2023T3	25,6
08 Castilla - La Mancha	Hombres	Educación superior	2023T2	25,7
08 Castilla - La Mancha	Hombres	Educación superior	2023T1	24,3
08 Castilla - La Mancha	Hombres	Educación superior	2022T4	23,9
08 Castilla - La Mancha	Hombres	Educación superior	2022T3	24,0
08 Castilla - La Mancha	Hombres	Educación superior	2022T2	23,1
08 Castilla - La Mancha	Hombres	Educación superior	2022T1	22,7
08 Castilla - La Mancha	Hombres	Educación superior	2021T4	23,0
08 Castilla - La Mancha	Hombres	Educación superior	2021T3	23,6
08 Castilla - La Mancha	Hombres	Educación superior	2021T2	22,3
08 Castilla - La Mancha	Hombres	Educación superior	2021T1	21,9
08 Castilla - La Mancha	Hombres	Educación superior	2020T4	22,0
08 Castilla - La Mancha	Hombres	Educación superior	2020T3	22,9
08 Castilla - La Mancha	Hombres	Educación superior	2020T2	22,3
08 Castilla - La Mancha	Hombres	Educación superior	2020T1	21,7
08 Castilla - La Mancha	Hombres	Educación superior	2019T4	22,3
08 Castilla - La Mancha	Hombres	Educación superior	2019T3	21,7
08 Castilla - La Mancha	Hombres	Educación superior	2019T2	21,6
08 Castilla - La Mancha	Hombres	Educación superior	2019T1	21,7
08 Castilla - La Mancha	Hombres	Educación superior	2018T4	21,2
08 Castilla - La Mancha	Hombres	Educación superior	2018T3	20,9
08 Castilla - La Mancha	Hombres	Educación superior	2018T2	19,7
08 Castilla - La Mancha	Hombres	Educación superior	2018T1	19,7
08 Castilla - La Mancha	Hombres	Educación superior	2017T4	19,5
08 Castilla - La Mancha	Hombres	Educación superior	2017T3	19,4
08 Castilla - La Mancha	Hombres	Educación superior	2017T2	19,5
08 Castilla - La Mancha	Hombres	Educación superior	2017T1	20,1
08 Castilla - La Mancha	Hombres	Educación superior	2016T4	20,1
08 Castilla - La Mancha	Hombres	Educación superior	2016T3	19,8
08 Castilla - La Mancha	Hombres	Educación superior	2016T2	18,9
08 Castilla - La Mancha	Hombres	Educación superior	2016T1	19,4
08 Castilla - La Mancha	Hombres	Educación superior	2015T4	19,9
08 Castilla - La Mancha	Hombres	Educación superior	2015T3	20,1
08 Castilla - La Mancha	Hombres	Educación superior	2015T2	20,1
08 Castilla - La Mancha	Hombres	Educación superior	2015T1	20,5
08 Castilla - La Mancha	Hombres	Educación superior	2014T4	20,4
08 Castilla - La Mancha	Hombres	Educación superior	2014T3	20,2
08 Castilla - La Mancha	Hombres	Educación superior	2014T2	19,5
08 Castilla - La Mancha	Hombres	Educación superior	2014T1	19,1
08 Castilla - La Mancha	Mujeres	Analfabetos	2025T4	1,9
08 Castilla - La Mancha	Mujeres	Analfabetos	2025T3	1,9
08 Castilla - La Mancha	Mujeres	Analfabetos	2025T2	1,3
08 Castilla - La Mancha	Mujeres	Analfabetos	2025T1	1,3
08 Castilla - La Mancha	Mujeres	Analfabetos	2024T4	1,2
08 Castilla - La Mancha	Mujeres	Analfabetos	2024T3	1,1
08 Castilla - La Mancha	Mujeres	Analfabetos	2024T2	1,3
08 Castilla - La Mancha	Mujeres	Analfabetos	2024T1	1,4
08 Castilla - La Mancha	Mujeres	Analfabetos	2023T4	1,3
08 Castilla - La Mancha	Mujeres	Analfabetos	2023T3	1,7
08 Castilla - La Mancha	Mujeres	Analfabetos	2023T2	1,6
08 Castilla - La Mancha	Mujeres	Analfabetos	2023T1	1,6
08 Castilla - La Mancha	Mujeres	Analfabetos	2022T4	1,4
08 Castilla - La Mancha	Mujeres	Analfabetos	2022T3	1,7
08 Castilla - La Mancha	Mujeres	Analfabetos	2022T2	1,8
08 Castilla - La Mancha	Mujeres	Analfabetos	2022T1	1,8
08 Castilla - La Mancha	Mujeres	Analfabetos	2021T4	2,1
08 Castilla - La Mancha	Mujeres	Analfabetos	2021T3	2,1
08 Castilla - La Mancha	Mujeres	Analfabetos	2021T2	2,3
08 Castilla - La Mancha	Mujeres	Analfabetos	2021T1	2,3
08 Castilla - La Mancha	Mujeres	Analfabetos	2020T4	2,0
08 Castilla - La Mancha	Mujeres	Analfabetos	2020T3	2,2
08 Castilla - La Mancha	Mujeres	Analfabetos	2020T2	2,1
08 Castilla - La Mancha	Mujeres	Analfabetos	2020T1	2,3
08 Castilla - La Mancha	Mujeres	Analfabetos	2019T4	2,6
08 Castilla - La Mancha	Mujeres	Analfabetos	2019T3	2,7
08 Castilla - La Mancha	Mujeres	Analfabetos	2019T2	2,7
08 Castilla - La Mancha	Mujeres	Analfabetos	2019T1	2,6
08 Castilla - La Mancha	Mujeres	Analfabetos	2018T4	2,4
08 Castilla - La Mancha	Mujeres	Analfabetos	2018T3	2,6
08 Castilla - La Mancha	Mujeres	Analfabetos	2018T2	2,6
08 Castilla - La Mancha	Mujeres	Analfabetos	2018T1	2,7
08 Castilla - La Mancha	Mujeres	Analfabetos	2017T4	3,0
08 Castilla - La Mancha	Mujeres	Analfabetos	2017T3	3,0
08 Castilla - La Mancha	Mujeres	Analfabetos	2017T2	3,1
08 Castilla - La Mancha	Mujeres	Analfabetos	2017T1	3,5
08 Castilla - La Mancha	Mujeres	Analfabetos	2016T4	3,2
08 Castilla - La Mancha	Mujeres	Analfabetos	2016T3	3,1
08 Castilla - La Mancha	Mujeres	Analfabetos	2016T2	3,4
08 Castilla - La Mancha	Mujeres	Analfabetos	2016T1	3,2
08 Castilla - La Mancha	Mujeres	Analfabetos	2015T4	3,4
08 Castilla - La Mancha	Mujeres	Analfabetos	2015T3	3,2
08 Castilla - La Mancha	Mujeres	Analfabetos	2015T2	3,3
08 Castilla - La Mancha	Mujeres	Analfabetos	2015T1	3,0
08 Castilla - La Mancha	Mujeres	Analfabetos	2014T4	3,1
08 Castilla - La Mancha	Mujeres	Analfabetos	2014T3	3,1
08 Castilla - La Mancha	Mujeres	Analfabetos	2014T2	3,2
08 Castilla - La Mancha	Mujeres	Analfabetos	2014T1	3,3
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2025T4	6,1
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2025T3	6,5
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2025T2	6,6
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2025T1	6,7
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2024T4	7,1
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2024T3	7,4
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2024T2	7,4
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2024T1	7,7
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2023T4	8,5
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2023T3	8,2
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2023T2	8,1
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2023T1	8,2
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2022T4	8,3
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2022T3	8,4
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2022T2	8,2
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2022T1	8,0
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2021T4	8,0
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2021T3	7,5
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2021T2	8,0
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2021T1	8,4
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2020T4	8,1
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2020T3	8,4
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2020T2	8,3
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2020T1	8,8
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2019T4	8,8
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2019T3	8,8
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2019T2	9,2
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2019T1	9,5
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2018T4	10,0
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2018T3	10,2
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2018T2	10,9
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2018T1	11,2
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2017T4	10,9
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2017T3	11,1
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2017T2	11,2
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2017T1	11,0
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2016T4	11,4
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2016T3	11,7
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2016T2	11,7
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2016T1	11,3
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2015T4	11,7
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2015T3	11,9
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2015T2	12,4
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2015T1	12,4
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2014T4	12,4
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2014T3	13,1
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2014T2	13,6
08 Castilla - La Mancha	Mujeres	Estudios primarios incompletos	2014T1	13,4
08 Castilla - La Mancha	Mujeres	Educación primaria	2025T4	10,5
08 Castilla - La Mancha	Mujeres	Educación primaria	2025T3	11,4
08 Castilla - La Mancha	Mujeres	Educación primaria	2025T2	10,6
08 Castilla - La Mancha	Mujeres	Educación primaria	2025T1	10,5
08 Castilla - La Mancha	Mujeres	Educación primaria	2024T4	11,0
08 Castilla - La Mancha	Mujeres	Educación primaria	2024T3	10,8
08 Castilla - La Mancha	Mujeres	Educación primaria	2024T2	11,1
08 Castilla - La Mancha	Mujeres	Educación primaria	2024T1	11,1
08 Castilla - La Mancha	Mujeres	Educación primaria	2023T4	11,4
08 Castilla - La Mancha	Mujeres	Educación primaria	2023T3	11,9
08 Castilla - La Mancha	Mujeres	Educación primaria	2023T2	11,6
08 Castilla - La Mancha	Mujeres	Educación primaria	2023T1	12,0
08 Castilla - La Mancha	Mujeres	Educación primaria	2022T4	12,6
08 Castilla - La Mancha	Mujeres	Educación primaria	2022T3	12,6
08 Castilla - La Mancha	Mujeres	Educación primaria	2022T2	11,9
08 Castilla - La Mancha	Mujeres	Educación primaria	2022T1	12,3
08 Castilla - La Mancha	Mujeres	Educación primaria	2021T4	12,7
08 Castilla - La Mancha	Mujeres	Educación primaria	2021T3	11,9
08 Castilla - La Mancha	Mujeres	Educación primaria	2021T2	11,4
08 Castilla - La Mancha	Mujeres	Educación primaria	2021T1	11,7
08 Castilla - La Mancha	Mujeres	Educación primaria	2020T4	12,0
08 Castilla - La Mancha	Mujeres	Educación primaria	2020T3	11,8
08 Castilla - La Mancha	Mujeres	Educación primaria	2020T2	13,0
