Comunidades y Ciudades Autónomas	Sexo	Nivel de formación alcanzado	Periodo	Total
03 Asturias, Principado de	Mujeres	Educación superior	2025T1	36,7
03 Asturias, Principado de	Mujeres	Educación superior	2024T4	36,3
03 Asturias, Principado de	Mujeres	Educación superior	2024T3	34,6
03 Asturias, Principado de	Mujeres	Educación superior	2024T2	34,0
03 Asturias, Principado de	Mujeres	Educación superior	2024T1	34,0
03 Asturias, Principado de	Mujeres	Educación superior	2023T4	35,3
03 Asturias, Principado de	Mujeres	Educación superior	2023T3	33,9
03 Asturias, Principado de	Mujeres	Educación superior	2023T2	34,2
03 Asturias, Principado de	Mujeres	Educación superior	2023T1	33,5
03 Asturias, Principado de	Mujeres	Educación superior	2022T4	32,8
03 Asturias, Principado de	Mujeres	Educación superior	2022T3	32,1
03 Asturias, Principado de	Mujeres	Educación superior	2022T2	32,2
03 Asturias, Principado de	Mujeres	Educación superior	2022T1	33,0
03 Asturias, Principado de	Mujeres	Educación superior	2021T4	32,9
03 Asturias, Principado de	Mujeres	Educación superior	2021T3	33,9
03 Asturias, Principado de	Mujeres	Educación superior	2021T2	32,6
03 Asturias, Principado de	Mujeres	Educación superior	2021T1	32,6
03 Asturias, Principado de	Mujeres	Educación superior	2020T4	33,4
03 Asturias, Principado de	Mujeres	Educación superior	2020T3	32,7
03 Asturias, Principado de	Mujeres	Educación superior	2020T2	32,8
03 Asturias, Principado de	Mujeres	Educación superior	2020T1	31,8
03 Asturias, Principado de	Mujeres	Educación superior	2019T4	31,8
03 Asturias, Principado de	Mujeres	Educación superior	2019T3	31,8
03 Asturias, Principado de	Mujeres	Educación superior	2019T2	31,0
03 Asturias, Principado de	Mujeres	Educación superior	2019T1	31,2
03 Asturias, Principado de	Mujeres	Educación superior	2018T4	31,2
03 Asturias, Principado de	Mujeres	Educación superior	2018T3	32,3
03 Asturias, Principado de	Mujeres	Educación superior	2018T2	31,9
03 Asturias, Principado de	Mujeres	Educación superior	2018T1	31,8
03 Asturias, Principado de	Mujeres	Educación superior	2017T4	32,2
03 Asturias, Principado de	Mujeres	Educación superior	2017T3	31,1
03 Asturias, Principado de	Mujeres	Educación superior	2017T2	30,5
03 Asturias, Principado de	Mujeres	Educación superior	2017T1	30,0
03 Asturias, Principado de	Mujeres	Educación superior	2016T4	30,8
03 Asturias, Principado de	Mujeres	Educación superior	2016T3	30,4
03 Asturias, Principado de	Mujeres	Educación superior	2016T2	30,6
03 Asturias, Principado de	Mujeres	Educación superior	2016T1	31,1
03 Asturias, Principado de	Mujeres	Educación superior	2015T4	30,6
03 Asturias, Principado de	Mujeres	Educación superior	2015T3	30,6
03 Asturias, Principado de	Mujeres	Educación superior	2015T2	29,7
03 Asturias, Principado de	Mujeres	Educación superior	2015T1	29,4
03 Asturias, Principado de	Mujeres	Educación superior	2014T4	29,4
03 Asturias, Principado de	Mujeres	Educación superior	2014T3	28,6
03 Asturias, Principado de	Mujeres	Educación superior	2014T2	29,1
03 Asturias, Principado de	Mujeres	Educación superior	2014T1	27,9
04 Balears, Illes	Hombres	Analfabetos	2025T4	1,5
04 Balears, Illes	Hombres	Analfabetos	2025T3	0,8
04 Balears, Illes	Hombres	Analfabetos	2025T2	0,6
04 Balears, Illes	Hombres	Analfabetos	2025T1	0,6
04 Balears, Illes	Hombres	Analfabetos	2024T4	1,1
04 Balears, Illes	Hombres	Analfabetos	2024T3	1,0
04 Balears, Illes	Hombres	Analfabetos	2024T2	0,8
04 Balears, Illes	Hombres	Analfabetos	2024T1	0,9
04 Balears, Illes	Hombres	Analfabetos	2023T4	1,0
04 Balears, Illes	Hombres	Analfabetos	2023T3	0,8
04 Balears, Illes	Hombres	Analfabetos	2023T2	1,1
04 Balears, Illes	Hombres	Analfabetos	2023T1	0,6
04 Balears, Illes	Hombres	Analfabetos	2022T4	0,5
04 Balears, Illes	Hombres	Analfabetos	2022T3	1,1
04 Balears, Illes	Hombres	Analfabetos	2022T2	0,9
04 Balears, Illes	Hombres	Analfabetos	2022T1	1,1
04 Balears, Illes	Hombres	Analfabetos	2021T4	1,0
04 Balears, Illes	Hombres	Analfabetos	2021T3	0,8
04 Balears, Illes	Hombres	Analfabetos	2021T2	1,1
04 Balears, Illes	Hombres	Analfabetos	2021T1	1,2
04 Balears, Illes	Hombres	Analfabetos	2020T4	1,0
04 Balears, Illes	Hombres	Analfabetos	2020T3	1,4
04 Balears, Illes	Hombres	Analfabetos	2020T2	1,5
04 Balears, Illes	Hombres	Analfabetos	2020T1	1,0
04 Balears, Illes	Hombres	Analfabetos	2019T4	1,0
04 Balears, Illes	Hombres	Analfabetos	2019T3	1,5
04 Balears, Illes	Hombres	Analfabetos	2019T2	1,4
04 Balears, Illes	Hombres	Analfabetos	2019T1	1,0
04 Balears, Illes	Hombres	Analfabetos	2018T4	1,1
04 Balears, Illes	Hombres	Analfabetos	2018T3	1,5
04 Balears, Illes	Hombres	Analfabetos	2018T2	1,4
04 Balears, Illes	Hombres	Analfabetos	2018T1	1,1
04 Balears, Illes	Hombres	Analfabetos	2017T4	1,3
04 Balears, Illes	Hombres	Analfabetos	2017T3	1,0
04 Balears, Illes	Hombres	Analfabetos	2017T2	0,7
04 Balears, Illes	Hombres	Analfabetos	2017T1	0,9
04 Balears, Illes	Hombres	Analfabetos	2016T4	0,9
04 Balears, Illes	Hombres	Analfabetos	2016T3	1,3
04 Balears, Illes	Hombres	Analfabetos	2016T2	1,6
04 Balears, Illes	Hombres	Analfabetos	2016T1	1,6
04 Balears, Illes	Hombres	Analfabetos	2015T4	1,4
04 Balears, Illes	Hombres	Analfabetos	2015T3	1,4
04 Balears, Illes	Hombres	Analfabetos	2015T2	1,1
04 Balears, Illes	Hombres	Analfabetos	2015T1	0,9
04 Balears, Illes	Hombres	Analfabetos	2014T4	1,0
04 Balears, Illes	Hombres	Analfabetos	2014T3	1,4
04 Balears, Illes	Hombres	Analfabetos	2014T2	1,4
04 Balears, Illes	Hombres	Analfabetos	2014T1	1,5
04 Balears, Illes	Hombres	Estudios primarios incompletos	2025T4	2,6
04 Balears, Illes	Hombres	Estudios primarios incompletos	2025T3	2,5
04 Balears, Illes	Hombres	Estudios primarios incompletos	2025T2	2,6
04 Balears, Illes	Hombres	Estudios primarios incompletos	2025T1	3,6
04 Balears, Illes	Hombres	Estudios primarios incompletos	2024T4	2,4
04 Balears, Illes	Hombres	Estudios primarios incompletos	2024T3	1,9
04 Balears, Illes	Hombres	Estudios primarios incompletos	2024T2	1,7
04 Balears, Illes	Hombres	Estudios primarios incompletos	2024T1	2,1
04 Balears, Illes	Hombres	Estudios primarios incompletos	2023T4	2,3
04 Balears, Illes	Hombres	Estudios primarios incompletos	2023T3	2,3
04 Balears, Illes	Hombres	Estudios primarios incompletos	2023T2	3,5
04 Balears, Illes	Hombres	Estudios primarios incompletos	2023T1	2,7
04 Balears, Illes	Hombres	Estudios primarios incompletos	2022T4	2,5
04 Balears, Illes	Hombres	Estudios primarios incompletos	2022T3	3,2
04 Balears, Illes	Hombres	Estudios primarios incompletos	2022T2	4,0
04 Balears, Illes	Hombres	Estudios primarios incompletos	2022T1	2,9
04 Balears, Illes	Hombres	Estudios primarios incompletos	2021T4	2,4
04 Balears, Illes	Hombres	Estudios primarios incompletos	2021T3	2,5
04 Balears, Illes	Hombres	Estudios primarios incompletos	2021T2	2,6
04 Balears, Illes	Hombres	Estudios primarios incompletos	2021T1	2,2
04 Balears, Illes	Hombres	Estudios primarios incompletos	2020T4	2,4
04 Balears, Illes	Hombres	Estudios primarios incompletos	2020T3	2,8
04 Balears, Illes	Hombres	Estudios primarios incompletos	2020T2	2,9
04 Balears, Illes	Hombres	Estudios primarios incompletos	2020T1	3,1
04 Balears, Illes	Hombres	Estudios primarios incompletos	2019T4	2,9
04 Balears, Illes	Hombres	Estudios primarios incompletos	2019T3	2,9
04 Balears, Illes	Hombres	Estudios primarios incompletos	2019T2	3,0
04 Balears, Illes	Hombres	Estudios primarios incompletos	2019T1	3,0
04 Balears, Illes	Hombres	Estudios primarios incompletos	2018T4	3,5
04 Balears, Illes	Hombres	Estudios primarios incompletos	2018T3	3,0
04 Balears, Illes	Hombres	Estudios primarios incompletos	2018T2	4,0
04 Balears, Illes	Hombres	Estudios primarios incompletos	2018T1	4,0
04 Balears, Illes	Hombres	Estudios primarios incompletos	2017T4	3,6
04 Balears, Illes	Hombres	Estudios primarios incompletos	2017T3	3,8
04 Balears, Illes	Hombres	Estudios primarios incompletos	2017T2	4,0
04 Balears, Illes	Hombres	Estudios primarios incompletos	2017T1	4,5
04 Balears, Illes	Hombres	Estudios primarios incompletos	2016T4	4,6
04 Balears, Illes	Hombres	Estudios primarios incompletos	2016T3	4,1
04 Balears, Illes	Hombres	Estudios primarios incompletos	2016T2	4,3
04 Balears, Illes	Hombres	Estudios primarios incompletos	2016T1	4,3
04 Balears, Illes	Hombres	Estudios primarios incompletos	2015T4	4,9
04 Balears, Illes	Hombres	Estudios primarios incompletos	2015T3	5,4
04 Balears, Illes	Hombres	Estudios primarios incompletos	2015T2	5,4
04 Balears, Illes	Hombres	Estudios primarios incompletos	2015T1	5,9
04 Balears, Illes	Hombres	Estudios primarios incompletos	2014T4	6,2
04 Balears, Illes	Hombres	Estudios primarios incompletos	2014T3	6,3
04 Balears, Illes	Hombres	Estudios primarios incompletos	2014T2	6,2
04 Balears, Illes	Hombres	Estudios primarios incompletos	2014T1	6,0
04 Balears, Illes	Hombres	Educación primaria	2025T4	8,7
04 Balears, Illes	Hombres	Educación primaria	2025T3	8,1
04 Balears, Illes	Hombres	Educación primaria	2025T2	8,7
04 Balears, Illes	Hombres	Educación primaria	2025T1	8,6
04 Balears, Illes	Hombres	Educación primaria	2024T4	8,2
04 Balears, Illes	Hombres	Educación primaria	2024T3	10,0
04 Balears, Illes	Hombres	Educación primaria	2024T2	10,2
04 Balears, Illes	Hombres	Educación primaria	2024T1	11,7
04 Balears, Illes	Hombres	Educación primaria	2023T4	11,2
04 Balears, Illes	Hombres	Educación primaria	2023T3	10,3
04 Balears, Illes	Hombres	Educación primaria	2023T2	9,8
04 Balears, Illes	Hombres	Educación primaria	2023T1	10,0
04 Balears, Illes	Hombres	Educación primaria	2022T4	11,1
04 Balears, Illes	Hombres	Educación primaria	2022T3	8,9
04 Balears, Illes	Hombres	Educación primaria	2022T2	9,3
04 Balears, Illes	Hombres	Educación primaria	2022T1	8,1
04 Balears, Illes	Hombres	Educación primaria	2021T4	7,3
04 Balears, Illes	Hombres	Educación primaria	2021T3	9,3
04 Balears, Illes	Hombres	Educación primaria	2021T2	7,2
04 Balears, Illes	Hombres	Educación primaria	2021T1	7,2
04 Balears, Illes	Hombres	Educación primaria	2020T4	6,2
04 Balears, Illes	Hombres	Educación primaria	2020T3	6,9
04 Balears, Illes	Hombres	Educación primaria	2020T2	7,5
04 Balears, Illes	Hombres	Educación primaria	2020T1	7,9
04 Balears, Illes	Hombres	Educación primaria	2019T4	8,8
04 Balears, Illes	Hombres	Educación primaria	2019T3	8,2
04 Balears, Illes	Hombres	Educación primaria	2019T2	9,8
04 Balears, Illes	Hombres	Educación primaria	2019T1	9,5
04 Balears, Illes	Hombres	Educación primaria	2018T4	9,0
04 Balears, Illes	Hombres	Educación primaria	2018T3	9,5
04 Balears, Illes	Hombres	Educación primaria	2018T2	8,1
04 Balears, Illes	Hombres	Educación primaria	2018T1	8,2
04 Balears, Illes	Hombres	Educación primaria	2017T4	8,6
04 Balears, Illes	Hombres	Educación primaria	2017T3	8,1
04 Balears, Illes	Hombres	Educación primaria	2017T2	8,6
04 Balears, Illes	Hombres	Educación primaria	2017T1	9,0
04 Balears, Illes	Hombres	Educación primaria	2016T4	9,0
04 Balears, Illes	Hombres	Educación primaria	2016T3	9,4
04 Balears, Illes	Hombres	Educación primaria	2016T2	9,1
04 Balears, Illes	Hombres	Educación primaria	2016T1	9,2
04 Balears, Illes	Hombres	Educación primaria	2015T4	9,7
04 Balears, Illes	Hombres	Educación primaria	2015T3	9,9
04 Balears, Illes	Hombres	Educación primaria	2015T2	9,0
04 Balears, Illes	Hombres	Educación primaria	2015T1	10,3
04 Balears, Illes	Hombres	Educación primaria	2014T4	9,9
04 Balears, Illes	Hombres	Educación primaria	2014T3	10,0
04 Balears, Illes	Hombres	Educación primaria	2014T2	10,7
04 Balears, Illes	Hombres	Educación primaria	2014T1	11,6
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2025T4	31,4
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2025T3	35,6
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2025T2	34,4
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2025T1	35,8
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2024T4	33,8
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2024T3	34,6
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2024T2	34,9
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2024T1	35,7
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2023T4	33,7
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2023T3	33,4
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2023T2	33,9
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2023T1	33,4
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2022T4	35,2
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2022T3	34,1
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2022T2	34,5
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2022T1	31,9
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2021T4	32,9
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2021T3	30,1
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2021T2	33,9
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2021T1	34,9
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2020T4	35,2
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2020T3	35,6
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2020T2	36,7
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2020T1	37,6
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2019T4	37,4
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2019T3	38,4
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2019T2	37,4
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2019T1	36,8
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2018T4	37,3
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2018T3	36,6
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2018T2	37,8
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2018T1	40,0
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2017T4	38,7
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2017T3	39,3
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2017T2	37,7
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2017T1	34,9
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2016T4	36,0
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2016T3	35,9
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2016T2	37,9
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2016T1	37,6
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2015T4	36,6
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2015T3	37,7
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2015T2	39,8
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2015T1	39,5
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2014T4	40,1
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2014T3	38,6
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2014T2	39,4
04 Balears, Illes	Hombres	Primera etapa de Educación Secundaria y similar	2014T1	37,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2025T4	18,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2025T3	18,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2025T2	18,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2025T1	16,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2024T4	17,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2024T3	15,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2024T2	15,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2024T1	14,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2023T4	15,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2023T3	17,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2023T2	18,1
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2023T1	18,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2022T4	18,3
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2022T3	17,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2022T2	18,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2022T1	19,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2021T4	18,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2021T3	18,3
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2021T2	16,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2021T1	16,5
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2020T4	15,6
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2020T3	16,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2020T2	14,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2020T1	15,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2019T4	15,5
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2019T3	16,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2019T2	15,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2019T1	16,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2018T4	16,5
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2018T3	16,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2018T2	17,5
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2018T1	16,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2017T4	15,6
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2017T3	16,1
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2017T2	17,1
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2017T1	16,5
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2016T4	16,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2016T3	17,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2016T2	17,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2016T1	16,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T4	16,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T3	16,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T2	16,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2015T1	15,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T4	14,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T3	15,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T2	15,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria, con orientación general	2014T1	15,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T4	8,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T3	9,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T2	9,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T1	10,3
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T4	9,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T3	10,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T2	10,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T1	9,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T4	10,3
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T3	10,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T2	10,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T1	10,3
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T4	9,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T3	10,3
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T2	9,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T1	10,6
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T4	11,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T3	12,3
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T2	11,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T1	11,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T4	10,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T3	9,3
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T2	8,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T1	9,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T4	9,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T3	8,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T2	9,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T1	9,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T4	9,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T3	9,1
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T2	9,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T1	7,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T4	7,6
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T3	7,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T2	7,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T1	8,5
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T4	8,5
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T3	8,5
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T2	8,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T1	10,0
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T4	9,2
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T3	7,8
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T2	7,7
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T1	7,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T4	7,4
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T3	6,9
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T2	6,6
04 Balears, Illes	Hombres	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T1	7,2
04 Balears, Illes	Hombres	Educación superior	2025T4	28,3
04 Balears, Illes	Hombres	Educación superior	2025T3	24,8
04 Balears, Illes	Hombres	Educación superior	2025T2	25,6
04 Balears, Illes	Hombres	Educación superior	2025T1	24,5
04 Balears, Illes	Hombres	Educación superior	2024T4	26,9
04 Balears, Illes	Hombres	Educación superior	2024T3	26,8
04 Balears, Illes	Hombres	Educación superior	2024T2	26,4
04 Balears, Illes	Hombres	Educación superior	2024T1	25,1
04 Balears, Illes	Hombres	Educación superior	2023T4	25,6
04 Balears, Illes	Hombres	Educación superior	2023T3	25,7
04 Balears, Illes	Hombres	Educación superior	2023T2	23,5
04 Balears, Illes	Hombres	Educación superior	2023T1	24,6
04 Balears, Illes	Hombres	Educación superior	2022T4	22,6
04 Balears, Illes	Hombres	Educación superior	2022T3	25,1
04 Balears, Illes	Hombres	Educación superior	2022T2	24,1
04 Balears, Illes	Hombres	Educación superior	2022T1	26,2
04 Balears, Illes	Hombres	Educación superior	2021T4	26,4
04 Balears, Illes	Hombres	Educación superior	2021T3	26,8
